"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","threshold"
3.77417465159638,1.73521657478355,1.16524369872555,1.48914478291656,0.136449247332929,0.50926334467883,"ENSRNA049760960","NS"
44.569460248741,0.141883720425314,0.435817854941153,0.325557383243218,0.744759260175469,0.935497868307368,"ENSRNA049996202","NS"
3.16288768093082,5.31541310945894,1.59732388379184,3.32769901170003,0.000875664193285183,0.0176934326114566,"ENSRNA049996241","Up"
3.06471733152391,2.95946641920928,1.57239490996249,1.88213940433061,0.0598170904435194,0.338575999991635,"ENSRNA049996556","NS"
3.06906212417659,2.22892161298924,1.3210278801586,1.68726311266167,0.0915527705273525,0.419520734495912,"ENSRNA049996563","NS"
3.44728875428308,-0.51493227678931,1.231580923055,-0.418106733508013,0.675869082066081,0.911042858474728,"ENSRNA049996610","NS"
10.1752788253598,1.78523857006887,0.672061779258162,2.65636080665004,0.00789890520617269,0.0924191198268008,"ENSRNA049996627","NS"
67.2469629983499,0.988818133513812,0.284399211128767,3.47686665370568,0.000507310057582892,0.0115745205399716,"ENSRNA049996654","NS"
22.1479846178577,1.77072919334022,0.515898076425846,3.43232369775029,0.000598432826969053,0.0133205169905481,"ENSRNA049996784","Up"
164.03805957402,0.697508069183514,0.308538056365553,2.26068731163948,0.0237786267371329,0.194451072231483,"ENSRNA049996813","NS"
23.1872134221677,-0.326196496497272,0.45673955083877,-0.714184913257972,0.475112844599586,0.822913480953553,"ENSRNA049996833","NS"
4.76542892740243,1.95867072556599,0.93826157086531,2.08755296645008,0.0368381784544067,0.256076782763404,"ENSRNA049996862","NS"
3.09391783300586,0.097723012113523,1.32065093491384,0.0739960950543671,0.941013492439367,0.987882867981484,"ENSRNA049996899","NS"
25.3350625212094,-1.22225168314385,0.536325510259567,-2.27893631714874,0.0226708511719571,0.188334140750133,"ENSRNA049996904","NS"
5.64745623168377,-0.0601020217672239,0.815441428800811,-0.0737048911723924,0.941245206784805,0.987882867981484,"ENSRNA049996936","NS"
8.87995784590106,-0.475749222705632,0.796806208181661,-0.597070175684635,0.550460529011268,0.861943756916991,"ENSRNA049996946","NS"
18.7510340580958,1.42164322714221,0.513706945321584,2.76742068622852,0.00565017919966999,0.0724803777521254,"ENSRNA049997029","NS"
4.84691180123566,0.706431411865625,0.914258235385488,0.772682579739372,0.439710258760054,0.802593640443692,"ENSRNA049997062","NS"
49.9119278589756,1.01846586150761,0.477427952162115,2.13323467320109,0.0329054801128609,0.238494962956714,"ENSRNA049997151","NS"
4.05735518748336,1.50762938231043,1.0768264823242,1.40006714828966,0.161493211526211,0.55061686513073,"ENSRNA049997210","NS"
33.6770236129928,0.584234111478416,0.399915493130769,1.46089391762418,0.144044556081804,0.52305045341133,"ENSRNA050002981","NS"
4.01754460669909,0.235609870697145,1.00847208407143,0.233630533178404,0.815271821596739,0.954470645137538,"ENSRNA050002995","NS"
6.28107225861683,-0.497187085147557,0.814523966354954,-0.610402033193082,0.541595521635588,0.857488829803294,"ENSRNA050003068","NS"
34.6259005542855,-0.421832485114406,0.374103864549146,-1.12758120160769,0.259496829377971,0.667920138120644,"ENSRNA050003075","NS"
5.68796255945991,0.145457387065441,0.906821794457546,0.160403497086715,0.87256323501276,0.971909473382515,"ENSRNA050003082","NS"
4.19506803448624,0.707159337543885,0.95806128407475,0.738114929909547,0.460444611938693,0.814514434191872,"ENSRNA050003090","NS"
7068.5123915757,-0.194460899183069,0.300116637355954,-0.647951079607852,0.517016591694182,0.845443566836696,"ENSRNA050003098","NS"
54.0245542721269,0.55931532141645,0.429407376884015,1.30252844158177,0.19273580181621,0.589853436947815,"ENSRNA050003136","NS"
3.20929832892691,0.175928306383549,1.29454092660958,0.135900150213332,0.891900216724815,0.977316618269358,"ENSRNA050003138","NS"
4.09490663895526,0.323225447381489,1.15233582094312,0.280495877596644,0.779097087781831,0.945348121937885,"ENSRNA050003146","NS"
387.378487592624,-0.136605028931116,0.228420333122633,-0.598042333025478,0.549811686808484,0.861722356696483,"ENSRNA050003214","NS"
6.55698168313554,-0.368206856660118,0.917910648284654,-0.401135837511205,0.688320116897249,0.916244341841763,"ENSRNA050003226","NS"
3.5967886362062,0.233371014143748,1.14882306149986,0.203139214353051,0.839026222034959,0.961143905875672,"ENSRNA050003249","NS"
3.85636307781166,-1.90252110000793,1.33537021526339,-1.42471434382912,0.154239791100076,0.53828481639099,"ENSRNA050003267","NS"
814.799332528776,-0.392366453431014,0.278168857382246,-1.41053336136706,0.158382252769798,0.545378922015428,"ENSRNA050003270","NS"
4.57608391836712,-0.844671787065906,1.0484672628828,-0.805625332300269,0.420458914495434,0.790445554439777,"ENSRNA050003443","NS"
6.83152986603434,-0.378480724622244,0.809215989865388,-0.467712859560775,0.639989943693984,0.896797182125686,"ENSRNA050003454","NS"
12.0533164247167,-0.314771266866867,0.773078933194552,-0.407165754169701,0.683886252020313,0.915015360232428,"ENSRNA050003459","NS"
8.24560093765702,-0.257082818288859,0.674978162184919,-0.380875756715856,0.703295442387255,0.920229605051934,"ENSRNA050003470","NS"
5.47146514157869,0.165425490390152,0.964177748705987,0.171571570296211,0.863774359598797,0.968707098233422,"ENSRNA050003519","NS"
6.31124911069204,0.0113932591780112,0.808199659121785,0.0140970848594411,0.988752526170516,0.997815281284446,"ENSRNA050003527","NS"
53.993382846503,0.294224240184899,0.343503404992885,0.856539515790224,0.391699425133133,0.773874176173215,"ENSRNA050003608","NS"
24.4013073373572,-0.427539740461593,0.61663493538639,-0.693343364001411,0.488094095601771,0.829071382333796,"ENSRNA050003625","NS"
