,lfc_R,lfc_atlas,lfc_difference,padj_R,padj_atlas,Direction_R,Direction_atlas,Direction_match
PRUPE_7G153800,3.17004165892028,1.9,1.27004165892028,0.0023979602223437,0.0021144492006649,Up,Up,True
PRUPE_4G191700,-3.26547775967058,-2.0,1.26547775967058,0.0027574140144131,0.000793644745956246,Down,Down,True
PRUPE_3G235600,3.65597535372077,2.4,1.2559753537207703,9.43543167867243e-05,1.14290642537199e-05,Up,Up,True
PRUPE_1G581600,-2.75418731162067,-1.5,1.25418731162067,0.0492743279130768,0.0312690116518768,Down,Down,True
PRUPE_6G068800,4.04141331341074,2.8,1.2414133134107406,3.49075335141952e-07,3.16842326921479e-08,Up,Up,True
PRUPE_1G096900,-3.22326458203635,-2.0,1.2232645820363501,0.0009474435935882,0.0011731985950662,Down,Down,True
PRUPE_3G131900,-3.11799067696806,-1.9,1.2179906769680602,0.0059351786168844,0.0021269207410429,Down,Down,True
PRUPE_1G473700,-2.89723812312295,-1.7,1.1972381231229499,0.0092928617502944,0.0079975266257503,Down,Down,True
PRUPE_1G530200,-2.59001525175409,-1.4,1.1900152517540903,0.0473007178258122,0.0515205617468337,Down,Down,True
PRUPE_1G064900,-4.48639739735688,-3.3,1.1863973973568802,1.01253038850087e-12,7.12703423542719e-13,Down,Down,True
PRUPE_6G286600,3.38093554069907,2.2,1.1809355406990698,0.0003720637512826,0.000130192103691781,Up,Up,True
PRUPE_2G274300,-2.77137905732144,-1.6,1.17137905732144,0.0205883273855273,0.0141685682207715,Down,Down,True
PRUPE_8G233300,3.06151569097399,1.9,1.16151569097399,0.0022785013956011,0.0015506291063465,Up,Up,True
PRUPE_8G011100,2.95221784390674,1.8,1.15221784390674,0.0048599322016786,0.0027029489576762,Up,Up,True
PRUPE_5G225700,-2.84528080838331,-1.7,1.14528080838331,0.0145079945790269,0.0110838189864764,Down,Down,True
PRUPE_4G165600,-3.53282309826535,-2.4,1.1328230982653502,2.451527456472e-06,4.98222238200345e-06,Down,Down,True
PRUPE_I003100,-3.72398200587748,-2.6,1.12398200587748,7.25102529558905e-06,5.59741195630906e-07,Down,Down,True
PRUPE_2G062500,2.67577407796788,1.6,1.0757740779678797,0.0248009924399539,0.0216076338476259,Up,Up,True
PRUPE_6G023400,2.86212562743781,1.8,1.06212562743781,0.003667678518984,0.0023126263396609,Up,Up,True
PRUPE_4G098500,-2.65325022843088,-1.6,1.0532502284308798,0.0168703270693697,0.0196450169419506,Down,Down,True
PRUPE_5G185400,2.94878284265098,1.9,1.0487828426509802,0.0011119790994297,0.0013627909037031,Up,Up,True
PRUPE_1G011900,-3.34672652116709,-2.3,1.04672652116709,3.47029881851314e-05,1.50905871902732e-05,Down,Down,True
PRUPE_3G301600,3.74379893227381,2.7,1.04379893227381,1.83462963669367e-07,1.18617859420182e-08,Up,Up,True
PRUPE_3G054500,-3.13831065913539,-2.1,1.03831065913539,0.0003393563444478,0.000251678961990842,Down,Down,True
PRUPE_2G148400,-3.23795790870508,-2.2,1.0379579087050796,0.0002806572432477,5.58789199867077e-05,Down,Down,True
PRUPE_5G111400,4.12938963946983,3.1,1.0293896394698296,1.3174429396687401e-10,8.548855778116579e-12,Up,Up,True
PRUPE_3G249600,2.62754237377327,1.6,1.02754237377327,0.0117994589292503,0.0102089720714349,Up,Up,True
PRUPE_8G035700,-3.82364303599506,-2.8,1.0236430359950601,1.04227230464547e-07,3.6890078451154104e-09,Down,Down,True
PRUPE_2G217400,-2.90666975076943,-1.9,1.0066697507694302,0.0016993819241441,0.0017714734992255,Down,Down,True
PRUPE_1G080700,-3.00490246930103,-2.0,1.00490246930103,0.0003000394957828,0.000468947453041761,Down,Down,True
PRUPE_5G131300,-3.29375129563352,-2.3,0.9937512956335204,4.22829224497099e-05,1.19045730768601e-05,Down,Down,True
PRUPE_3G308200,-2.37122185934806,-1.4,0.9712218593480602,0.0365361846703704,0.0453139102895953,Down,Down,True
PRUPE_7G039800,-3.46336181389002,-2.5,0.9633618138900202,7.75223968125713e-07,1.24827030456096e-06,Down,Down,True
PRUPE_3G105300,-2.86161591084159,-1.9,0.9616159108415903,0.0024428556751184,0.001521839069027,Down,Down,True
PRUPE_6G053400,3.3418824131221,2.4,0.9418824131221002,2.40592009970005e-05,4.99906904166392e-06,Up,Up,True
PRUPE_8G136600,-2.83464163678131,-1.9,0.93464163678131,0.0009457533403331,0.000635489373168306,Down,Down,True
PRUPE_6G006000,-2.31276263001737,-1.4,0.9127626300173701,0.0436522730766,0.0532488512192951,Down,Down,True
PRUPE_2G247100,2.51251899736375,1.6,0.9125189973637498,0.0248629930790822,0.0156616168408555,Up,Up,True
PRUPE_3G033600,-2.51133699954456,-1.6,0.9113369995445599,0.0238316763030681,0.0152542023282449,Down,Down,True
PRUPE_8G021300,-3.19543761952399,-2.3,0.8954376195239901,3.12005422189998e-06,4.38325479293638e-06,Down,Down,True
PRUPE_7G011000,-4.18725611736466,-3.3,0.88725611736466,3.14396110165351e-15,1.1289097837305101e-14,Down,Down,True
PRUPE_6G044600,-3.6853626673631,-2.8,0.8853626673631001,2.88156095652254e-10,6.68184738185088e-10,Down,Down,True
PRUPE_8G186200,-2.78390313703257,-1.9,0.8839031370325703,0.0007847338720937,0.000508749189827686,Down,Down,True
PRUPE_3G250200,-4.98377186142774,-4.1,0.8837718614277401,5.361929828321031e-25,7.49963407896879e-24,Down,Down,True
PRUPE_6G232300,-2.47181932852262,-1.6,0.8718193285226201,0.011361024929122,0.009458841339187,Down,Down,True
PRUPE_6G217500,-2.36765899557739,-1.5,0.8676589955773899,0.0185474770829797,0.018642002111034,Down,Down,True
PRUPE_5G173700,-2.46378824933013,-1.6,0.8637882493301299,0.0117994589292503,0.011608306566003,Down,Down,True
PRUPE_3G301500,3.85615153782706,3.0,0.8561515378270599,7.50602486845486e-10,8.80531897181322e-11,Up,Up,True
PRUPE_8G035600,-3.05003492246361,-2.2,0.8500349224636099,2.70815956296891e-05,1.68099003684014e-05,Down,Down,True
PRUPE_4G264400,-2.33691499728366,-1.5,0.8369149972836598,0.0183338068656057,0.0177597338839395,Down,Down,True
PRUPE_1G378300,3.93252327338106,3.1,0.8325232733810597,1.69629395407228e-10,1.95041739732367e-12,Up,Up,True
PRUPE_8G018700,-3.22970027964694,-2.4,0.8297002796469402,0.0022005630521037,1.80228193816914e-06,Down,Down,True
PRUPE_5G119700,2.62732026373856,1.8,0.8273202637385599,0.0046676821096434,0.0028272299344896,Up,Up,True
PRUPE_8G111400,-2.52554376305876,-1.7,0.8255437630587601,0.0040317841309905,0.0043616572994656,Down,Down,True
PRUPE_5G108600,-2.82279493354291,-2.0,0.8227949335429101,0.0001648614993947,0.0001858975339384,Down,Down,True
PRUPE_8G126300,2.41924377967946,1.6,0.8192437796794598,0.009268619922805,0.0067008222375911,Up,Up,True
PRUPE_7G212000,-3.80839162400387,-3.0,0.8083916240038702,1.20090107879442e-12,4.32830899397117e-12,Down,Down,True
PRUPE_5G175800,2.29185133585722,1.5,0.7918513358572201,0.0402660174533014,0.0303295562731216,Up,Up,True
PRUPE_1G036800,-2.29120420116343,-1.5,0.7912042011634299,0.0187084130200374,0.020945063024063,Down,Down,True
PRUPE_3G229400,-3.08601551961193,-2.3,0.7860155196119303,1.1284636316924e-06,1.65454497965383e-06,Down,Down,True
PRUPE_3G041800,-2.97692498475397,-2.2,0.7769249847539696,5.84396635065987e-06,5.81491276337283e-06,Down,Down,True
PRUPE_3G181900,-2.96045252847289,-2.2,0.7604525284728898,1.19556146872472e-05,4.52638833674697e-06,Down,Down,True
PRUPE_8G102800,-2.55463083909933,-1.8,0.7546308390993299,0.0010431671848366,0.0013458129269489,Down,Down,True
PRUPE_8G150700,-2.94835959660425,-2.2,0.7483595966042498,2.46149192264502e-05,3.47324509376176e-05,Down,Down,True
PRUPE_4G080700,3.54440770593156,2.8,0.7444077059315601,2.2420553890411003e-10,3.95236155123673e-11,Up,Up,True
PRUPE_2G013500,2.83794933280995,2.1,0.7379493328099498,0.0001049331270242,0.00010770374561562,Up,Up,True
PRUPE_4G001200,-2.73064083140228,-2.0,0.7306408314022801,0.0001986079472016,0.000204010707182719,Down,Down,True
PRUPE_1G409700,-3.32410345374315,-2.6,0.7241034537431501,3.1997761626246703e-09,1.3988289980070402e-09,Down,Down,True
PRUPE_7G236500,-4.11277331629932,-3.4,0.71277331629932,4.48074511912758e-16,2.20281589160723e-17,Down,Down,True
PRUPE_7G246400,-2.71244343394237,-2.0,0.71244343394237,5.62088638752442e-05,8.42567731538843e-05,Down,Down,True
PRUPE_2G083200,-2.11213257259647,-1.4,0.7121325725964702,0.0437475107728289,0.030939537825621,Down,Down,True
PRUPE_1G051100,2.50491739489602,1.8,0.7049173948960201,0.0004880529641146,0.000642989869108261,Up,Up,True
PRUPE_3G189100,-2.99002777769128,-2.3,0.69002777769128,5.57498683899817e-06,1.24152580815837e-06,Down,Down,True
PRUPE_3G213200,-2.78935377865801,-2.1,0.6893537786580097,6.53593929513565e-05,3.06501062501653e-05,Down,Down,True
PRUPE_1G331100,-2.08907687327122,-1.4,0.6890768732712202,0.0490878604641346,0.0336212854476874,Down,Down,True
PRUPE_1G101400,2.28257196572686,1.6,0.6825719657268601,0.0056824972177135,0.004794149181321,Up,Up,True
PRUPE_4G076500,-2.78203722657531,-2.1,0.6820372265753099,0.0001114220131696,5.42470033839362e-05,Down,Down,True
PRUPE_8G111000,-3.16768963657517,-2.5,0.6676896365751701,3.23614304170441e-08,2.68238024863188e-08,Down,Down,True
PRUPE_2G014800,2.35958769180505,1.7,0.6595876918050501,0.0043350101956223,0.0040714030295863,Up,Up,True
PRUPE_1G249600,-2.04520396031705,-1.4,0.6452039603170503,0.033133176139475,0.0265265475802034,Down,Down,True
PRUPE_5G129000,-2.74376479581781,-2.1,0.6437647958178099,1.57690626433199e-05,2.65391299617154e-05,Down,Down,True
PRUPE_3G246900,2.24178687017326,1.6,0.6417868701732599,0.0054448565829534,0.0046320889783351,Up,Up,True
PRUPE_3G237500,-2.63901515721424,-2.0,0.63901515721424,0.00017583431619,0.000179700944774478,Down,Down,True
PRUPE_1G113800,-2.8387136815249,-2.2,0.6387136815248997,1.43063919330176e-06,2.05170758861178e-06,Down,Down,True
PRUPE_2G076700,-2.33424354037749,-1.7,0.6342435403774902,0.0026459619100799,0.002881947217993,Down,Down,True
PRUPE_3G130500,-2.33379368940412,-1.7,0.6337936894041201,0.0024892935066473,0.0023578539206374,Down,Down,True
PRUPE_3G072200,-2.73320293758212,-2.1,0.6332029375821198,2.72403189363387e-05,9.81412983382494e-06,Down,Down,True
PRUPE_2G121500,-2.53310133690906,-1.9,0.6331013369090601,0.000644751929538,0.000341220701524392,Down,Down,True
PRUPE_1G251200,-2.7318287511676,-2.1,0.6318287511675997,4.521905697846e-06,8.09584741738938e-06,Down,Down,True
PRUPE_6G274300,-2.229244754437,-1.6,0.6292447544369999,0.0080464640988873,0.007832045798718,Down,Down,True
PRUPE_4G228100,-3.32327515703194,-2.7,0.6232751570319399,9.92172107601558e-11,2.68276523298876e-10,Down,Down,True
PRUPE_6G113300,-1.91829400011195,-1.3,0.6182940001119499,0.0395531370989105,0.0455281508357108,Down,Down,True
PRUPE_2G105100,-2.01531515943303,-1.4,0.6153151594330302,0.0369896770721469,0.0349816766035256,Down,Down,True
PRUPE_1G437200,2.91399951866407,2.3,0.6139995186640701,1.34548075988894e-06,5.64289406605745e-07,Up,Up,True
PRUPE_3G229000,-3.41093340013759,-2.8,0.6109334001375903,1.9104165975851397e-11,3.21189185804052e-11,Down,Down,True
PRUPE_1G492300,-2.20926148653311,-1.6,0.6092614865331099,0.0043070736651454,0.0046154055439425,Down,Down,True
PRUPE_1G540400,-2.70889010883048,-2.1,0.6088901088304799,3.86534852299044e-06,5.3866750505437e-06,Down,Down,True
PRUPE_6G195100,-2.60562030529957,-2.0,0.6056203052995701,0.0001239307355149,0.000143424309410371,Down,Down,True
PRUPE_3G091600,-2.50494292086017,-1.9,0.6049429208601702,0.000277501596659,0.000211340557567487,Down,Down,True
PRUPE_6G272400,-3.30425895553774,-2.7,0.6042589555377398,2.5785343323488096e-11,5.97849388416017e-11,Down,Down,True
PRUPE_8G018100,-3.90334202735055,-3.3,0.6033420273505503,8.30082417591579e-18,3.21718271181551e-17,Down,Down,True
PRUPE_7G081700,-2.7011072268841,-2.1,0.6011072268840998,6.11468673381129e-05,2.88336127144434e-05,Down,Down,True
PRUPE_6G097800,-2.30059310937785,-1.7,0.60059310937785,0.0040461513360192,0.003794691332568,Down,Down,True
PRUPE_2G128400,-1.99549513022464,-1.4,0.5954951302246401,0.0423242211451216,0.0434639146331219,Down,Down,True
PRUPE_4G168100,2.29191248196271,1.7,0.5919124819627102,0.0052892895329495,0.0030845165846354,Up,Up,True
PRUPE_6G256400,-3.19042555884232,-2.6,0.5904255588423197,3.66269243897999e-10,5.143407772533411e-10,Down,Down,True
PRUPE_1G050900,3.08833988935576,2.5,0.5883398893557601,2.9258754001284e-09,4.8105089877845705e-09,Up,Up,True
PRUPE_8G162100,2.48708544663145,1.9,0.5870854466314501,0.0006453163481335,0.000292559445575789,Up,Up,True
PRUPE_5G004400,-2.28107573831877,-1.7,0.5810757383187701,0.0020658087791481,0.0022632678463079,Down,Down,True
PRUPE_4G128900,-2.48092182042991,-1.9,0.5809218204299103,0.0002274961055344,0.000268244170989879,Down,Down,True
PRUPE_3G130400,-2.97733104989467,-2.4,0.5773310498946702,4.75334051837669e-08,5.98225945512517e-08,Down,Down,True
PRUPE_8G228300,-2.07322958870394,-1.5,0.5732295887039398,0.0136497831216003,0.008346623569123,Down,Down,True
PRUPE_1G080600,-1.96881886132222,-1.4,0.56881886132222,0.0424552951049004,0.0337563633536128,Down,Down,True
PRUPE_7G072600,-1.96554245657727,-1.4,0.56554245657727,0.0227833451750962,0.0254843497549872,Down,Down,True
PRUPE_6G284000,-2.96530299601714,-2.4,0.5653029960171403,8.32554396692874e-09,7.86628234266441e-09,Down,Down,True
PRUPE_1G016700,-3.16259470226988,-2.6,0.5625947022698798,7.93631510393739e-10,1.06998253120613e-10,Down,Down,True
PRUPE_7G255400,1.95694698276596,1.4,0.5569469827659601,0.0205630043060227,0.0169584494643796,Up,Up,True
PRUPE_5G042300,-2.35396233674065,-1.8,0.5539623367406501,0.0004124177204083,0.000601804216889347,Down,Down,True
PRUPE_3G032100,2.15225377484064,1.6,0.55225377484064,0.0059822553914929,0.0057493820842259,Up,Up,True
PRUPE_4G109000,-2.24965709195409,-1.7,0.5496570919540902,0.0010401329593346,0.000621709085700128,Down,Down,True
PRUPE_6G266600,-2.24603642103597,-1.7,0.5460364210359698,0.0007504189263208,0.000735626631264976,Down,Down,True
PRUPE_3G033300,-2.83955125836318,-2.3,0.5395512583631801,1.17480635743178e-07,1.14340974435664e-07,Down,Down,True
PRUPE_1G073400,-1.83902556726937,-1.3,0.53902556726937,0.0435595123805669,0.0387036640860334,Down,Down,True
PRUPE_4G024500,-1.93744351021661,-1.4,0.5374435102166102,0.0265173044002218,0.0286754934406957,Down,Down,True
PRUPE_3G236200,-2.23677047977629,-1.7,0.5367704797762902,0.0010325365907901,0.0012177426455527,Down,Down,True
PRUPE_6G185500,-2.2332319775442,-1.7,0.5332319775442003,0.0007440394845618,0.000559276667232996,Down,Down,True
PRUPE_1G442500,-2.93219852770955,-2.4,0.53219852770955,3.89772947827569e-08,4.0544860700186804e-09,Down,Down,True
PRUPE_3G115300,-1.82316584940853,-1.3,0.5231658494085301,0.0311947909996618,0.0310593626306441,Down,Down,True
PRUPE_6G264100,2.02154307599147,1.5,0.5215430759914699,0.0049560720231205,0.0053831101783454,Up,Up,True
PRUPE_7G106100,1.91819749395605,1.4,0.5181974939560501,0.0279498290061339,0.0337563633536128,Up,Up,True
PRUPE_6G222100,-2.11681101301691,-1.6,0.5168110130169099,0.0034629434417311,0.0017495067812489,Down,Down,True
PRUPE_4G110700,-2.01607891787114,-1.5,0.5160789178711398,0.0044851060747808,0.0052055089082318,Down,Down,True
PRUPE_8G179200,2.00857602627597,1.5,0.50857602627597,0.0065906730847114,0.008278867849349,Up,Up,True
PRUPE_1G302500,2.70335321017664,2.2,0.5033532101766398,2.4975295723225e-07,1.45731168876293e-07,Up,Up,True
PRUPE_5G237400,-2.10319352812546,-1.6,0.5031935281254598,0.003514466804252,0.0036215877828827,Down,Down,True
PRUPE_2G294900,2.70070755040407,2.2,0.5007075504040697,6.56417940204047e-06,2.18780791626541e-06,Up,Up,True
PRUPE_6G208400,1.79891928341708,1.3,0.4989192834170799,0.035348546844992,0.0333959591618328,Up,Up,True
PRUPE_5G127200,-2.198478173038,-1.7,0.4984781730380001,0.0017352986489294,0.0018666194952886,Down,Down,True
PRUPE_2G224800,1.89701425353409,1.4,0.49701425353409,0.0247097090161161,0.0202403249370577,Up,Up,True
PRUPE_3G172000,-1.69405590262598,-1.2,0.4940559026259801,0.0454980492030458,0.0511519880959331,Down,Down,True
PRUPE_5G219100,-2.39126479392805,-1.9,0.4912647939280501,0.0001464381394416,8.73156925791419e-05,Down,Down,True
PRUPE_1G016500,-2.19067099248433,-1.7,0.4906709924843302,0.0013225780353785,0.000803555938051743,Down,Down,True
PRUPE_2G116200,-3.39057037006951,-2.9,0.4905703700695101,1.3778708192881e-15,4.4030689330961797e-16,Down,Down,True
PRUPE_4G194500,1.78964040268612,1.3,0.48964040268611986,0.0347944572097184,0.0358798057127498,Up,Up,True
PRUPE_7G004900,-2.68731912589703,-2.2,0.48731912589702997,4.61834866235588e-08,7.58154217952967e-08,Down,Down,True
PRUPE_1G296300,-2.18684492062099,-1.7,0.48684492062098994,0.0003246197822465,0.000455891356915644,Down,Down,True
PRUPE_1G260400,1.98542334840936,1.5,0.48542334840935997,0.0052624907904859,0.0048365804301962,Up,Up,True
PRUPE_6G321500,-2.67963988046626,-2.2,0.4796398804662596,1.91735951778432e-07,1.72482415639901e-07,Down,Down,True
PRUPE_5G109200,-1.9794943632828,-1.5,0.47949436328279993,0.0131995029380582,0.0141685682207715,Down,Down,True
PRUPE_6G258500,-1.77865196148516,-1.3,0.47865196148515987,0.0248873698084247,0.0304484227543238,Down,Down,True
PRUPE_1G436500,2.17736298063575,1.7,0.47736298063575,0.0010833515844024,0.0011286820542339,Up,Up,True
PRUPE_2G312500,-3.37438976242846,-2.9,0.47438976242845987,4.48074511912758e-16,2.34211774438801e-16,Down,Down,True
PRUPE_1G242400,1.87177426697224,1.4,0.47177426697224,0.033133176139475,0.0281124677283782,Up,Up,True
PRUPE_8G148800,-2.0716735586605,-1.6,0.4716735586605001,0.0023979602223437,0.0021482602978623,Down,Down,True
PRUPE_5G057900,1.87161580142925,1.4,0.4716158014292502,0.0152657392373017,0.0194121238190666,Up,Up,True
PRUPE_7G210500,3.16462301669776,2.7,0.4646230166977596,8.04000261842517e-13,6.31139796364751e-13,Up,Up,True
PRUPE_1G312700,2.06329636606336,1.6,0.4632963660633598,0.0024534794725552,0.0017273517003445,Up,Up,True
PRUPE_4G013300,2.76294750395288,2.3,0.4629475039528801,2.87015278114534e-07,8.05038679979539e-08,Up,Up,True
PRUPE_1G129000,-2.26259604504732,-1.8,0.4625960450473199,0.0001223008461057,0.000158178595841957,Down,Down,True
PRUPE_3G229500,-2.95833414848074,-2.5,0.45833414848073994,1.8689317297131103e-09,3.89292533667882e-09,Down,Down,True
PRUPE_1G237400,-1.95686510451645,-1.5,0.45686510451645,0.0165874462660562,0.0126674747616499,Down,Down,True
PRUPE_2G021100,-2.75557079296217,-2.3,0.45557079296216996,1.63841845534218e-07,9.33975331251043e-08,Down,Down,True
PRUPE_1G445400,-1.85374509418274,-1.4,0.4537450941827401,0.0118739981694741,0.0138253679678577,Down,Down,True
PRUPE_6G107400,-1.75124680389513,-1.3,0.45124680389513006,0.0203513202101755,0.0242152402552415,Down,Down,True
PRUPE_1G524500,-2.34999664840607,-1.9,0.44999664840607023,3.87060274097765e-05,5.46994626632654e-05,Down,Down,True
PRUPE_8G083800,1.84825352166414,1.4,0.4482535216641401,0.0250739494799141,0.022232825252803,Up,Up,True
PRUPE_5G108500,-2.14794446581546,-1.7,0.4479444658154599,0.0001887423159792,0.000246200000850247,Down,Down,True
PRUPE_5G086600,2.14734357383348,1.7,0.4473435738334801,0.000537899145627,0.000342212979498893,Up,Up,True
PRUPE_3G229900,-3.14525043035492,-2.7,0.44525043035491985,5.99201909862231e-12,1.0449490726310098e-11,Down,Down,True
PRUPE_1G345700,-2.14520234552162,-1.7,0.4452023455216201,0.000516468578892,0.000657217532395518,Down,Down,True
PRUPE_3G173300,2.04487741126487,1.6,0.4448774112648701,0.0051810161012722,0.0049926801161051,Up,Up,True
PRUPE_8G035800,-2.84457573643124,-2.4,0.44457573643123993,1.4974384986324e-09,1.8385970533918402e-09,Down,Down,True
PRUPE_2G239500,-2.84372368396661,-2.4,0.4437236839666099,1.6095613558501701e-09,4.78350370127144e-10,Down,Down,True
PRUPE_6G191500,-2.13809979633458,-1.7,0.43809979633458007,0.0014758888881769,0.000735626631264976,Down,Down,True
PRUPE_1G235800,-1.73549953581793,-1.3,0.4354995358179299,0.0299742957881325,0.0252699308255953,Down,Down,True
PRUPE_1G032900,-2.03290299712007,-1.6,0.43290299712006997,0.0039515084998437,0.0042144553470661,Down,Down,True
PRUPE_1G546100,1.83161947483119,1.4,0.4316194748311901,0.0311635580975859,0.0266846034423874,Up,Up,True
PRUPE_4G149600,-2.23028449580848,-1.8,0.43028449580848016,6.53593929513565e-05,2.65570792118081e-05,Down,Down,True
PRUPE_1G315000,-1.82868052655833,-1.4,0.42868052655833,0.0140161856313494,0.0088314684154148,Down,Down,True
PRUPE_3G248600,-1.72837102899278,-1.3,0.42837102899278,0.0388033473184781,0.0458907065168755,Down,Down,True
PRUPE_7G220500,2.02675076077047,1.6,0.4267507607704699,0.0020493436723707,0.0013790988655251,Up,Up,True
PRUPE_8G159300,2.22673750167389,1.8,0.4267375016738899,0.0004937677960342,0.000224491144388401,Up,Up,True
PRUPE_8G190500,-3.22654579509381,-2.8,0.4265457950938103,4.48056128544498e-15,1.2323235023940901e-14,Down,Down,True
PRUPE_1G245400,-2.42551955540353,-2.0,0.4255195554035298,1.22136422187059e-05,1.92245899565446e-05,Down,Down,True
PRUPE_6G017400,-2.02488701246845,-1.6,0.42488701246844984,0.0013753374694944,0.0010264024995928,Down,Down,True
PRUPE_3G158900,2.52384243546781,2.1,0.42384243546780986,1.99673631582584e-06,2.50653669267757e-06,Up,Up,True
PRUPE_2G047400,-2.52118374221129,-2.1,0.42118374221128985,4.93692218494377e-06,1.08644680175753e-06,Down,Down,True
PRUPE_7G248900,-2.02102889670096,-1.6,0.4210288967009599,0.0034186170139353,0.0043861729191792,Down,Down,True
PRUPE_1G500900,-1.61897258344909,-1.2,0.41897258344909005,0.0395531370989105,0.0435279482812724,Down,Down,True
PRUPE_8G107200,-2.01735859264861,-1.6,0.41735859264860986,0.0024300564026841,0.0014643528691975,Down,Down,True
PRUPE_3G248700,-2.01716103840492,-1.6,0.4171610384049198,0.0005470672140689,0.000756517545235501,Down,Down,True
PRUPE_3G133100,-1.7169647967224,-1.3,0.41696479672239994,0.0346625986469933,0.0407036087689581,Down,Down,True
PRUPE_3G035000,-2.01190677450397,-1.6,0.41190677450396995,0.0023979602223437,0.0029466635539824,Down,Down,True
PRUPE_7G144800,-2.10995679333035,-1.7,0.40995679333034984,0.0002824801602399,0.000383382131310688,Down,Down,True
PRUPE_1G017000,2.10840914631404,1.7,0.40840914631404,0.000426663062432,0.000307019587491196,Up,Up,True
PRUPE_3G230000,-2.60710421943791,-2.2,0.40710421943791,1.75761425885917e-07,3.04210726161787e-07,Down,Down,True
PRUPE_2G200400,-2.00666094899712,-1.6,0.40666094899712,0.002903249144033,0.0024897699892886,Down,Down,True
PRUPE_6G066900,-1.80556481038023,-1.4,0.40556481038023007,0.0116823789315364,0.0131174184101015,Down,Down,True
PRUPE_4G035300,-1.80411571914783,-1.4,0.4041157191478302,0.0054274109822806,0.0070433391683269,Down,Down,True
PRUPE_8G107300,-4.40294264811007,-4.0,0.40294264811006997,2.33854938850904e-47,1.35683726769793e-46,Down,Down,True
PRUPE_1G152100,-1.90285899782819,-1.5,0.40285899782819,0.0024520184044439,0.0029604493521237,Down,Down,True
PRUPE_3G110400,-2.00246326398819,-1.6,0.40246326398819,0.0031356193783593,0.002881947217993,Down,Down,True
PRUPE_2G079900,-2.09926876714894,-1.7,0.3992687671489399,0.0004229740943095,0.000391830246872616,Down,Down,True
PRUPE_3G215000,1.79460597442626,1.4,0.39460597442626,0.0202446138823535,0.0171114465746249,Up,Up,True
PRUPE_3G171800,-1.69350287324949,-1.3,0.39350287324948985,0.0395200683817369,0.0425344642111421,Down,Down,True
PRUPE_1G111900,-2.19053690430342,-1.8,0.3905369043034199,4.22435025092583e-05,4.52136330167198e-05,Down,Down,True
PRUPE_4G035100,2.99051660599492,2.6,0.3905166059949199,8.82266931654615e-13,3.49561435768599e-13,Up,Up,True
PRUPE_6G309400,2.68970704487884,2.3,0.3897070448788402,5.5262682131321e-09,9.553743477614622e-09,Up,Up,True
PRUPE_8G210700,-1.58664001813402,-1.2,0.38664001813401994,0.0295218827243332,0.0337034291926072,Down,Down,True
PRUPE_3G264600,2.38549096238938,2.0,0.3854909623893801,8.74360266969113e-07,5.43708044963064e-07,Up,Up,True
PRUPE_1G255000,-1.98405092103576,-1.6,0.3840509210357599,0.0009238167464046,0.0010914064599126,Down,Down,True
PRUPE_7G106800,-2.08378489579844,-1.7,0.38378489579844,0.0007923987994785,0.000475864820132503,Down,Down,True
PRUPE_4G008900,-2.07963753523854,-1.7,0.37963753523854016,0.0003651688252059,0.000514539569683171,Down,Down,True
PRUPE_7G081500,-3.57805404100786,-3.2,0.3780540410078599,3.10092407383334e-22,2.4855134773090797e-22,Down,Down,True
PRUPE_6G139300,-1.97621219009774,-1.6,0.37621219009774,0.0008475869558257,0.000951475980937602,Down,Down,True
PRUPE_1G230200,-1.97494935746025,-1.6,0.3749493574602498,0.0031947612234034,0.002778838467642,Down,Down,True
PRUPE_8G271100,-1.77463429425871,-1.4,0.3746342942587102,0.0158620137147002,0.0199064620453716,Down,Down,True
PRUPE_1G520100,1.67423707540574,1.3,0.37423707540574,0.0140502306114871,0.0152975301037317,Up,Up,True
PRUPE_8G012500,2.27347924229646,1.9,0.3734792422964599,2.49518040795345e-05,1.12813359971693e-05,Up,Up,True
PRUPE_4G144600,-1.67166406547067,-1.3,0.37166406547067,0.0147989407021209,0.0132990467372212,Down,Down,True
PRUPE_7G144900,-1.87098501063902,-1.5,0.37098501063902,0.0067228465150804,0.008016248994629,Down,Down,True
ENSRNA049996784,1.77072919334022,1.4,0.37072919334022014,0.0133205169905481,0.0092731385049537,Up,Up,True
PRUPE_2G178400,-2.266896834789,-1.9,0.36689683478900026,5.18530579166675e-06,2.50544472187973e-06,Down,Down,True
PRUPE_8G120400,-1.66593199666389,-1.3,0.36593199666388987,0.0137408854264221,0.0103085062129636,Down,Down,True
PRUPE_8G224600,-2.26496439077254,-1.9,0.36496439077254017,4.63261931169737e-06,4.60127625263463e-06,Down,Down,True
PRUPE_8G263800,-1.66475191419086,-1.3,0.36475191419085995,0.0173642266542044,0.0167556692068143,Down,Down,True
PRUPE_5G237900,2.66432376802754,2.3,0.36432376802753996,1.97311286986318e-08,2.10636831660192e-08,Up,Up,True
PRUPE_3G081200,-1.66340394629298,-1.3,0.3634039462929799,0.0132011709779845,0.0093265548777711,Down,Down,True
PRUPE_1G432500,-1.96320547395224,-1.6,0.3632054739522399,0.0003094933467652,0.000224851818106568,Down,Down,True
PRUPE_4G146800,-3.36215965105439,-3.0,0.3621596510543901,1.28487849658707e-21,1.9350292845242e-22,Down,Down,True
