# Expression Atlas
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 2 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-ENAD-3
# Timestamp: Mon, 17-Nov-2025 13:52:35
Gene ID	Gene Name	'drought environment' vs 'none' in 'leaf' .foldChange	'drought environment' vs 'none' in 'leaf'.pValue	'drought environment' vs 'none' in 'root' .foldChange	'drought environment' vs 'none' in 'root'.pValue
PRUPE_5G139200	PRUPE_5G139200			0.4	0.800111606222318
PRUPE_5G139300	PRUPE_5G139300			1.2	0.156570281869576
PRUPE_5G139400	PRUPE_5G139400			0.4	0.740070876361709
PRUPE_5G139600	PRUPE_5G139600			0.3	0.839357553943105
PRUPE_5G139700	PRUPE_5G139700	0.1	0.998696915227065	0.3	0.725924295042707
PRUPE_5G139900	PRUPE_5G139900	0.3	0.58149808096113	-0.8	6.30318754703404E-4
PRUPE_5G140000	PRUPE_5G140000			-0.4	0.483284206691054
PRUPE_5G140100	PRUPE_5G140100	-0.2	0.928457533533356	-0.3	0.498418527532622
PRUPE_5G140200	PRUPE_5G140200	0.2	0.897338945845702	0.4	0.757802786173887
PRUPE_5G140300	PRUPE_5G140300	0.1	0.998696915227065	-0.1	0.954302558956815
PRUPE_5G140400	PRUPE_5G140400	1.1	1.22443073037555E-12	-0.4	0.793695035307103
PRUPE_5G140800	PRUPE_5G140800			0.4	0.800111606222318
PRUPE_5G140900	PRUPE_5G140900			0.4	0.305195177269378
PRUPE_5G141000	PRUPE_5G141000			-0.2	0.824348420242681
PRUPE_5G141300	PRUPE_5G141300			-0.6	0.320695508276706
PRUPE_5G141400	PRUPE_5G141400			0.3	0.803238267612466
PRUPE_5G141800	PRUPE_5G141800			-0.1	0.831777948524129
PRUPE_5G141900	PRUPE_5G141900			-1.0	0.172041510860098
PRUPE_5G142200	PRUPE_5G142200	0.2	0.97946936113425	0.4	0.305869616835828
PRUPE_5G142300	PRUPE_5G142300			0.4	0.783692585387532
PRUPE_5G142500	PRUPE_5G142500	0.1	0.998696915227065	0.1	0.972853340298347
PRUPE_5G142600	PRUPE_5G142600			-0.2	0.639924551133884
PRUPE_5G142700	PRUPE_5G142700	0.1	0.998696915227065	-0.4	0.495367901403255
PRUPE_5G142800	PRUPE_5G142800			1.0	0.222444556607025
PRUPE_5G143000	PRUPE_5G143000	0.2	0.864502496348595	-0.2	0.696455192511513
PRUPE_5G143100	PRUPE_5G143100			0.3	0.666012964175577
PRUPE_5G143200	PRUPE_5G143200	-0.1	0.998696915227065	0.6	0.601813667212847
PRUPE_5G143300	PRUPE_5G143300	0.1	0.998696915227065	0.1	0.91548315042639
PRUPE_5G143400	PRUPE_5G143400			0.2	0.839096132491317
PRUPE_5G143500	PRUPE_5G143500			0.4	0.592238133794705
PRUPE_5G143600	PRUPE_5G143600	-0.2	0.998696915227065	-0.3	0.587614160079202
PRUPE_5G143700	PRUPE_5G143700	-0.3	0.722273675259031		
PRUPE_5G143800	PRUPE_5G143800			-0.3	0.872229559386642
PRUPE_5G144200	PRUPE_5G144200			-0.1	0.915166864019287
PRUPE_5G144300	PRUPE_5G144300	0.2	0.998696915227065	0.1	0.973284152749323
PRUPE_5G144400	PRUPE_5G144400	0.3	0.928412114512331	0.1	0.944646663958917
PRUPE_5G144700	PRUPE_5G144700	0.1	0.998696915227065	-0.3	0.457425585137735
PRUPE_5G144800	PRUPE_5G144800			0.1	0.917513492149353
PRUPE_5G144900	PRUPE_5G144900	-0.3	0.91409717175499		
PRUPE_5G145000	PRUPE_5G145000	0.1	0.998696915227065	-0.7	0.0730090656183823
PRUPE_5G145200	PRUPE_5G145200	-0.2	0.845217163140758	-0.1	0.851450583713966
PRUPE_5G145300	PRUPE_5G145300			0.1	0.921757310245158
PRUPE_5G145400	PRUPE_5G145400			0.1	0.968806283111571
PRUPE_5G145500	PRUPE_5G145500	-0.1	0.998696915227065	-0.2	0.873656307185352
PRUPE_5G145600	PRUPE_5G145600	-0.2	0.998696915227065	0.5	0.284863328188004
PRUPE_5G145700	PRUPE_5G145700			0.1	0.958459248944997
PRUPE_5G146100	PRUPE_5G146100	-0.4	0.593573086389991	0.3	0.697100461032029
PRUPE_5G146200	PRUPE_5G146200	-0.2	0.910998063269807	-0.3	0.733256863584156
PRUPE_5G146300	PRUPE_5G146300			-0.4	0.38402638674225
PRUPE_5G146700	PRUPE_5G146700	0.1	0.998696915227065	0.1	0.913717083967207
PRUPE_5G146800	PRUPE_5G146800	0.1	0.998696915227065	-0.5	0.24003495090416
PRUPE_5G147000	PRUPE_5G147000			0.3	0.592770187905906
PRUPE_5G147100	PRUPE_5G147100			0.1	0.9766299398975
PRUPE_5G147200	PRUPE_5G147200			-0.1	0.934756636277242
PRUPE_5G147300	PRUPE_5G147300			0.4	0.440185624659422
PRUPE_5G147400	PRUPE_5G147400	-0.1	0.998696915227065	0.2	0.703422639059423
PRUPE_5G147500	PRUPE_5G147500	-0.2	0.84007231317173	-0.5	0.079737569254293
PRUPE_5G147600	PRUPE_5G147600			0.1	0.909484383378995
PRUPE_5G147700	PRUPE_5G147700			-0.4	0.758700513942952
PRUPE_5G148200	PRUPE_5G148200			-1.2	0.0575217654501909
PRUPE_5G148300	PRUPE_5G148300	0.1	0.998696915227065	0.1	0.928088571406639
PRUPE_5G148400	PRUPE_5G148400			0.8	0.170491865012429
PRUPE_5G148500	PRUPE_5G148500			-0.8	0.35685035914303
PRUPE_5G148700	PRUPE_5G148700			0.1	0.933820604894538
PRUPE_5G148800	PRUPE_5G148800			-0.2	0.904601654625502
PRUPE_5G149000	PRUPE_5G149000			-0.2	0.910908330220265
PRUPE_5G149100	PRUPE_5G149100			-0.3	0.863164149359879
PRUPE_5G149200	PRUPE_5G149200			0.3	0.638963424006094
PRUPE_5G149300	PRUPE_5G149300	-0.1	0.998696915227065	-0.3	0.49747090491109
PRUPE_5G149400	PRUPE_5G149400			0.5	0.666360738606218
PRUPE_5G149500	PRUPE_5G149500	-0.1	0.998696915227065	0.4	0.650533370905519
PRUPE_5G149600	PRUPE_5G149600			0.1	0.96202329986929
PRUPE_5G149700	PRUPE_5G149700	0.1	0.998696915227065		
PRUPE_5G149800	PRUPE_5G149800			0.1	0.795185444858964
PRUPE_5G150000	PRUPE_5G150000	-0.2	0.972465196756267		
PRUPE_5G150100	PRUPE_5G150100	-0.1	0.998696915227065	-0.4	0.425938074171355
PRUPE_5G150200	PRUPE_5G150200			0.6	0.351127252639804
PRUPE_5G150300	PRUPE_5G150300			0.1	0.905949517553003
PRUPE_5G150400	PRUPE_5G150400			0.2	0.864463193356991
PRUPE_5G150500	PRUPE_5G150500			-0.1	0.912033772583688
PRUPE_5G150600	PRUPE_5G150600			0.7	0.344996602565832
PRUPE_5G150700	PRUPE_5G150700	0.1	0.998696915227065	0.4	0.513143333231331
PRUPE_5G150800	PRUPE_5G150800	-0.4	0.537778087038296	-0.6	0.4982639108219
PRUPE_5G150900	PRUPE_5G150900			0.7	0.452300569101006
PRUPE_5G151000	PRUPE_5G151000			-0.5	0.429959621661071
PRUPE_5G151100	PRUPE_5G151100	-0.2	0.917694717627118		
PRUPE_5G151200	PRUPE_5G151200	0.2	0.998696915227065	-0.2	0.749268840926396
PRUPE_5G151300	PRUPE_5G151300	0.1	0.998696915227065	-0.3	0.729534382382278
PRUPE_5G151400	PRUPE_5G151400			-1.0	0.0035039984343296
PRUPE_5G151500	PRUPE_5G151500			-0.5	0.730574517205699
PRUPE_5G151600	PRUPE_5G151600			-0.1	0.902488747440113
PRUPE_5G151700	PRUPE_5G151700			0.1	0.967285820604667
PRUPE_5G151800	PRUPE_5G151800			-0.1	0.889692248519881
PRUPE_5G151900	PRUPE_5G151900	-0.1	0.998696915227065	-0.1	0.955606903490796
PRUPE_5G152000	PRUPE_5G152000			-1.1	0.00323776358167254
PRUPE_5G152100	PRUPE_5G152100	0.1	0.998696915227065	-0.1	0.921757310245158
PRUPE_5G152300	PRUPE_5G152300			-0.2	0.804196246663378
PRUPE_5G152400	PRUPE_5G152400	-0.1	0.998696915227065	-0.1	0.948620556705601
PRUPE_5G152500	PRUPE_5G152500			-0.1	0.91133395802419
PRUPE_5G152600	PRUPE_5G152600			0.1	0.888996989028103
PRUPE_5G152700	PRUPE_5G152700			-0.6	0.264474490036277
PRUPE_5G152800	PRUPE_5G152800	0.1	0.998696915227065	0.4	0.67980534347902
PRUPE_5G152900	PRUPE_5G152900	0.1	0.998696915227065		
PRUPE_5G153000	PRUPE_5G153000			0.1	0.946956844919417
PRUPE_5G153100	PRUPE_5G153100	0.1	0.998696915227065	0.1	0.925946868750167
PRUPE_5G153500	PRUPE_5G153500	-0.1	0.998696915227065	0.1	0.951198046039262
PRUPE_5G153600	PRUPE_5G153600	-0.2	0.813633439731461	-0.3	0.695163826120187
PRUPE_5G153900	PRUPE_5G153900			-0.2	0.703422639059423
PRUPE_5G154000	PRUPE_5G154000			-0.3	0.793695035307103
PRUPE_5G154100	PRUPE_5G154100			-0.2	0.881143290530852
PRUPE_5G154400	PRUPE_5G154400			-0.6	0.348388117341079
PRUPE_5G154500	PRUPE_5G154500	0.2	0.96494767536214	0.3	0.467833496570015
PRUPE_5G154800	PRUPE_5G154800	0.1	0.998696915227065	0.3	0.557893111677133
PRUPE_5G154900	PRUPE_5G154900	-0.1	0.998696915227065	0.2	0.823105076524208
PRUPE_5G155200	PRUPE_5G155200			0.5	0.491030647243318
PRUPE_5G155300	PRUPE_5G155300	0.2	0.998696915227065	0.4	0.488883816341009
PRUPE_5G155500	PRUPE_5G155500			0.3	0.757904361175789
PRUPE_5G155700	PRUPE_5G155700			0.2	0.86702950359772
PRUPE_5G155800	PRUPE_5G155800	0.3	0.543114824369724		
PRUPE_5G155900	PRUPE_5G155900			0.1	0.956584314835415
PRUPE_5G156000	PRUPE_5G156000	-0.5	0.569170923489603	-0.3	0.826372490105626
PRUPE_5G156200	PRUPE_5G156200			-0.3	0.548562500008525
PRUPE_5G156300	PRUPE_5G156300			-0.1	0.956836060405565
PRUPE_5G156400	PRUPE_5G156400	-0.3	0.887930412897212	0.1	0.938239344823297
PRUPE_5G156700	PRUPE_5G156700	-0.1	0.998696915227065	-0.2	0.863164149359879
PRUPE_5G156800	PRUPE_5G156800			0.2	0.883212315737032
PRUPE_5G157000	PRUPE_5G157000			0.5	0.487689813520157
PRUPE_5G157100	PRUPE_5G157100	0.2	0.998696915227065	-0.2	0.794009654240788
PRUPE_5G157400	PRUPE_5G157400	0.3	0.934371872038344	-0.1	0.895389649217476
PRUPE_5G157500	PRUPE_5G157500			0.3	0.869361910599338
PRUPE_5G157700	PRUPE_5G157700	-0.2	0.998696915227065	0.1	0.894995044538523
PRUPE_5G157800	PRUPE_5G157800	0.2	0.926881816136491		
PRUPE_5G158000	PRUPE_5G158000			-0.1	0.866321880869127
PRUPE_5G158100	PRUPE_5G158100	0.1	0.998696915227065	0.1	0.860256645315734
PRUPE_5G158300	PRUPE_5G158300			-0.1	0.943256392995491
PRUPE_5G158400	PRUPE_5G158400			0.1	0.932657638372407
PRUPE_5G158500	PRUPE_5G158500			0.2	0.764338729000397
PRUPE_5G158600	PRUPE_5G158600			0.3	0.846048847421691
PRUPE_5G158700	PRUPE_5G158700			0.2	0.928131839479048
PRUPE_5G158800	PRUPE_5G158800			0.6	0.579532208084967
PRUPE_5G158900	PRUPE_5G158900			0.2	0.815490249815882
PRUPE_5G159000	PRUPE_5G159000			0.3	0.710102738181321
PRUPE_5G159100	PRUPE_5G159100	-0.1	0.998696915227065	-0.1	0.919622957652319
PRUPE_5G159200	PRUPE_5G159200			0.4	0.561008776854143
PRUPE_5G159400	PRUPE_5G159400	0.1	0.998696915227065	-0.2	0.805317580621344
PRUPE_5G159500	PRUPE_5G159500			-0.3	0.834419437760302
PRUPE_5G159700	PRUPE_5G159700	-0.1	0.998696915227065	-0.4	0.661757902971183
PRUPE_5G159800	PRUPE_5G159800	-0.1	0.998696915227065		
PRUPE_5G159900	PRUPE_5G159900			-0.1	0.95812395234722
PRUPE_5G160000	PRUPE_5G160000			-0.2	0.86702950359772
PRUPE_5G160100	PRUPE_5G160100	0.1	0.998696915227065	-0.2	0.683753863294722
PRUPE_5G160200	PRUPE_5G160200	-0.1	0.998696915227065	0.2	0.879354956487345
PRUPE_5G160300	PRUPE_5G160300			-0.1	0.935346869693081
PRUPE_5G160400	PRUPE_5G160400	0.1	0.998696915227065	-0.1	0.957236653028835
PRUPE_5G160600	PRUPE_5G160600	0.2	0.998696915227065	-0.4	0.651595317443621
PRUPE_5G160700	PRUPE_5G160700			-0.1	0.911607473517715
PRUPE_5G160800	PRUPE_5G160800	-0.1	0.998696915227065	-0.3	0.614413073698954
PRUPE_5G160900	PRUPE_5G160900			-1.2	0.145446089753389
PRUPE_5G161000	PRUPE_5G161000	0.3	0.926881816136491	-0.5	0.157137790188316
PRUPE_5G161100	PRUPE_5G161100	0.3	0.697896594615227	-1.2	0.0164754153579664
PRUPE_5G161300	PRUPE_5G161300	-0.3	0.887930412897212	0.7	0.0807699868736669
PRUPE_5G161500	PRUPE_5G161500	-0.1	0.998696915227065	-0.2	0.881041663383799
PRUPE_5G161600	PRUPE_5G161600	-0.1	0.998696915227065	-0.1	0.971685192725693
PRUPE_5G161700	PRUPE_5G161700	0.2	0.998696915227065	-1.0	5.84330436839415E-4
PRUPE_5G161900	PRUPE_5G161900			-0.2	0.900232079041777
PRUPE_5G162100	PRUPE_5G162100	-0.2	0.942661104910524	-0.3	0.757174378251612
PRUPE_5G162200	PRUPE_5G162200	0.2	0.998696915227065		
PRUPE_5G162300	PRUPE_5G162300	0.1	0.998696915227065	-0.6	0.0515208179097077
PRUPE_5G162800	PRUPE_5G162800			0.1	0.948620556705601
PRUPE_5G163100	PRUPE_5G163100	0.1	0.998696915227065	-0.2	0.711429424065552
PRUPE_5G163200	PRUPE_5G163200			0.4	0.739176570304324
PRUPE_5G163400	PRUPE_5G163400	-0.1	0.998696915227065	0.4	0.561864010200109
PRUPE_5G163500	PRUPE_5G163500			-0.4	0.609533317590305
PRUPE_5G163600	PRUPE_5G163600	-0.1	0.998696915227065		
PRUPE_5G163700	PRUPE_5G163700			-0.8	0.119133479437281
PRUPE_5G163800	PRUPE_5G163800	0.4	0.639462183660874	0.6	0.566685034844486
PRUPE_5G164000	PRUPE_5G164000			0.2	0.894704168885601
PRUPE_5G164100	PRUPE_5G164100	0.5	0.0424463086197338	-0.1	0.940951907355004
PRUPE_5G164300	PRUPE_5G164300	-0.3	0.973530614453179	-0.3	0.731136835621938
PRUPE_5G164400	PRUPE_5G164400	0.2	0.983770195582392	0.1	0.931116052911913
PRUPE_5G164500	PRUPE_5G164500	-0.4	0.78509664946479	-0.7	0.242612436518037
PRUPE_5G164800	PRUPE_5G164800	0.2	0.987307075207219	-0.1	0.935346869693081
PRUPE_5G164900	PRUPE_5G164900	0.3	0.928457533533356		
PRUPE_5G165000	PRUPE_5G165000	0.1	0.998696915227065		
PRUPE_5G165100	PRUPE_5G165100	-0.1	0.998696915227065	-0.1	0.928121921690951
PRUPE_5G165200	PRUPE_5G165200			-0.1	0.923024387072673
PRUPE_5G165300	PRUPE_5G165300			0.4	0.685074257084131
PRUPE_5G165400	PRUPE_5G165400	0.2	0.983770195582392	0.2	0.86386322794167
PRUPE_5G165500	PRUPE_5G165500	0.5	0.0579831286587558	0.6	0.414182536867257
PRUPE_5G165600	PRUPE_5G165600			0.2	0.910474928966884
PRUPE_5G165700	PRUPE_5G165700	-0.1	0.998696915227065	-0.3	0.731584746242755
PRUPE_5G165800	PRUPE_5G165800	0.1	0.998696915227065	-0.3	0.375041658108537
PRUPE_5G165900	PRUPE_5G165900			-0.2	0.859142753413815
PRUPE_5G166000	PRUPE_5G166000			0.1	0.962833570169088
PRUPE_5G166100	PRUPE_5G166100	-0.1	0.998696915227065	-0.6	0.0519112959842447
PRUPE_5G166200	PRUPE_5G166200	0.6	0.362766553257787	-0.3	0.566403970923594
PRUPE_5G166300	PRUPE_5G166300			-0.6	0.430273829205752
PRUPE_5G166400	PRUPE_5G166400			0.4	0.688385721967541
PRUPE_5G166600	PRUPE_5G166600	-0.2	0.989733809524351	0.4	0.571713412151528
PRUPE_5G166700	PRUPE_5G166700			0.5	0.441969694893208
PRUPE_5G166900	PRUPE_5G166900	0.1	0.998696915227065	-0.3	0.747167631841423
PRUPE_5G167100	PRUPE_5G167100			-0.2	0.806622080708054
PRUPE_5G167200	PRUPE_5G167200	0.2	0.998696915227065		
PRUPE_5G167300	PRUPE_5G167300			-0.4	0.754857802130874
PRUPE_5G167400	PRUPE_5G167400			-0.7	0.52265559380013
PRUPE_5G167500	PRUPE_5G167500			-2.7	1.50547768011966E-7
PRUPE_5G167800	PRUPE_5G167800			-0.2	0.879354956487345
PRUPE_5G168100	PRUPE_5G168100			-0.1	0.841102662974214
PRUPE_5G168200	PRUPE_5G168200			0.4	0.700951329240663
PRUPE_5G168300	PRUPE_5G168300			0.2	0.914189188121002
PRUPE_5G168500	PRUPE_5G168500	0.3	0.932133238571739	0.1	0.92507554157877
PRUPE_5G168700	PRUPE_5G168700			0.4	0.757091927651066
PRUPE_5G168900	PRUPE_5G168900			0.1	0.975077855653311
PRUPE_5G169000	PRUPE_5G169000			0.2	0.874772064885925
PRUPE_5G169300	PRUPE_5G169300			0.1	0.948981946342863
PRUPE_5G169400	PRUPE_5G169400			0.2	0.814587548753477
PRUPE_5G169500	PRUPE_5G169500	0.2	0.783860282223044		
PRUPE_5G169700	PRUPE_5G169700			0.6	0.379142318263393
PRUPE_5G169900	PRUPE_5G169900	-0.2	0.998696915227065	0.5	0.449499572862654
PRUPE_5G170000	PRUPE_5G170000	-0.2	0.998696915227065	0.3	0.523979939148007
PRUPE_5G170100	PRUPE_5G170100			0.3	0.669012164739473
PRUPE_5G170200	PRUPE_5G170200	0.1	0.998696915227065	-0.2	0.851958312117195
PRUPE_5G170300	PRUPE_5G170300			-0.3	0.747167631841423
PRUPE_5G170400	PRUPE_5G170400	-0.1	0.998696915227065	0.4	0.295228227776643
PRUPE_5G170500	PRUPE_5G170500	-0.2	0.842837224671279	-0.2	0.84681470658937
PRUPE_5G170600	PRUPE_5G170600	-0.1	0.998696915227065		
PRUPE_5G170700	PRUPE_5G170700			0.5	0.564584095570186
PRUPE_5G170800	PRUPE_5G170800	0.2	0.921546559377112	-0.1	0.881091995566332
PRUPE_5G170900	PRUPE_5G170900	0.1	0.998696915227065	0.6	0.592922395098833
PRUPE_5G171000	PRUPE_5G171000			-0.2	0.892443504490564
PRUPE_5G171100	PRUPE_5G171100			-0.8	0.167579605970988
PRUPE_5G171200	PRUPE_5G171200			-0.5	0.645783661912062
PRUPE_5G171300	PRUPE_5G171300	-0.2	0.998696915227065	-0.3	0.550459852836689
PRUPE_5G171400	PRUPE_5G171400	-0.2	0.940238264786307	-0.2	0.86386322794167
PRUPE_5G171500	PRUPE_5G171500			-0.2	0.767868083542754
PRUPE_5G171600	PRUPE_5G171600	0.1	0.998696915227065	-0.4	0.564584095570186
PRUPE_5G171700	PRUPE_5G171700	0.2	0.998696915227065		
PRUPE_5G171900	PRUPE_5G171900			0.1	0.919568157677759
PRUPE_5G172000	PRUPE_5G172000	-0.2	0.793898289986441	-0.5	0.466119777127644
PRUPE_5G172100	PRUPE_5G172100	0.1	0.998696915227065	-0.1	0.945928297279186
PRUPE_5G172500	PRUPE_5G172500	-0.1	0.998696915227065	-0.2	0.781074417049751
PRUPE_5G172600	PRUPE_5G172600	0.2	0.998696915227065	-0.4	0.506302325226789
PRUPE_5G172700	PRUPE_5G172700	0.1	0.993666425888936	-0.2	0.683985029454466
PRUPE_5G172800	PRUPE_5G172800			-0.3	0.540513096397145
PRUPE_5G172900	PRUPE_5G172900			0.5	0.0998504831091706
PRUPE_5G173000	PRUPE_5G173000	-0.1	0.998696915227065		
PRUPE_5G173100	PRUPE_5G173100			0.3	0.831004193386607
PRUPE_5G173600	PRUPE_5G173600			0.1	0.908784829926273
PRUPE_5G173700	PRUPE_5G173700			-1.6	0.011608306566003
PRUPE_5G173800	PRUPE_5G173800	0.1	0.998696915227065	-0.3	0.736939895035038
PRUPE_5G174000	PRUPE_5G174000	0.3	0.647484185348259		
PRUPE_5G174100	PRUPE_5G174100	0.3	0.829690934460512	0.1	0.938239344823297
PRUPE_5G174200	PRUPE_5G174200	-0.1	0.998696915227065	0.2	0.911073618504877
PRUPE_5G174300	PRUPE_5G174300			0.2	0.835973982472348
PRUPE_5G174400	PRUPE_5G174400			0.1	0.948420163668596
PRUPE_5G174500	PRUPE_5G174500	0.1	0.998696915227065	0.3	0.506489314878745
PRUPE_5G174700	PRUPE_5G174700	0.1	0.998696915227065		
PRUPE_5G174800	PRUPE_5G174800	0.2	0.960207333018983	-0.1	0.89181216074294
PRUPE_5G174900	PRUPE_5G174900	0.1	0.998696915227065		
PRUPE_5G175000	PRUPE_5G175000	0.1	0.998696915227065	0.1	0.941479684208308
PRUPE_5G175100	PRUPE_5G175100			0.7	0.467300364805201
PRUPE_5G175200	PRUPE_5G175200			-0.5	0.720313833739959
PRUPE_5G175400	PRUPE_5G175400	-0.4	0.37034606672284	-0.3	0.425424057762972
PRUPE_5G175600	PRUPE_5G175600			-0.6	0.371729480698866
PRUPE_5G175800	PRUPE_5G175800			1.5	0.0303295562731216
PRUPE_5G175900	PRUPE_5G175900	-0.1	0.97946936113425		
PRUPE_5G176200	PRUPE_5G176200			1.0	0.254784640034882
PRUPE_5G176300	PRUPE_5G176300	-0.1	0.998696915227065	-0.1	0.880671960667233
PRUPE_5G176400	PRUPE_5G176400			0.3	0.763916326965897
PRUPE_5G176500	PRUPE_5G176500	0.2	0.824102014898823	-0.2	0.794607918681185
PRUPE_5G176600	PRUPE_5G176600	-0.2	0.935839539088997	-0.8	0.132954847389036
PRUPE_5G176700	PRUPE_5G176700	0.3	0.938810547730633	0.3	0.587614160079202
PRUPE_5G176800	PRUPE_5G176800			0.3	0.700896411163659
PRUPE_5G176900	PRUPE_5G176900			0.6	0.592922395098833
PRUPE_5G177000	PRUPE_5G177000	-0.1	0.998696915227065		
PRUPE_5G177100	PRUPE_5G177100	-0.1	0.998696915227065	-0.2	0.729608929929346
PRUPE_5G177200	PRUPE_5G177200	-0.1	0.998696915227065	0.1	0.84196646997011
PRUPE_5G177300	PRUPE_5G177300			0.4	0.710325790939386
PRUPE_5G177400	PRUPE_5G177400	-0.3	0.709257002829664	-0.1	0.950985564656437
PRUPE_5G177500	PRUPE_5G177500	0.2	0.998696915227065	0.1	0.89181216074294
PRUPE_5G177600	PRUPE_5G177600	0.1	0.998696915227065	-0.3	0.609533317590305
PRUPE_5G177700	PRUPE_5G177700			0.2	0.715615516499645
PRUPE_5G177800	PRUPE_5G177800	0.1	0.998696915227065	0.7	0.112168821749951
PRUPE_5G177900	PRUPE_5G177900	-0.3	0.786284616568598	-0.8	0.0011243776395799
PRUPE_5G178000	PRUPE_5G178000	-0.1	0.998696915227065	-0.4	0.345158139451156
PRUPE_5G178100	PRUPE_5G178100	0.2	0.903546645618656		
PRUPE_5G178200	PRUPE_5G178200	-0.1	0.998696915227065	-0.6	0.382813200487072
PRUPE_5G178300	PRUPE_5G178300	0.2	0.952624077056926	-0.2	0.778266368802391
PRUPE_5G178400	PRUPE_5G178400			0.2	0.876637247106493
PRUPE_5G178500	PRUPE_5G178500			-0.1	0.880181970255259
PRUPE_5G178800	PRUPE_5G178800			0.3	0.817039720921957
PRUPE_5G178900	PRUPE_5G178900			-0.3	0.775195631473107
PRUPE_5G179200	PRUPE_5G179200			1.8	3.16842326921479E-8
PRUPE_5G179300	PRUPE_5G179300			-0.2	0.845389450671095
PRUPE_5G179600	PRUPE_5G179600			-1.1	0.0242152402552415
PRUPE_5G179800	PRUPE_5G179800			-0.5	0.0388641565925081
PRUPE_5G179900	PRUPE_5G179900	0.1	0.998696915227065	0.1	0.944554577104561
PRUPE_5G180000	PRUPE_5G180000			0.5	0.547478501299522
PRUPE_5G180100	PRUPE_5G180100			0.2	0.890929118597882
PRUPE_5G180200	PRUPE_5G180200	0.3	0.911832923408232		
PRUPE_5G180300	PRUPE_5G180300	-0.2	0.925555367698385	-0.7	0.0134251258193443
PRUPE_5G180400	PRUPE_5G180400			-0.2	0.721841728873115
PRUPE_5G180500	PRUPE_5G180500	-0.2	0.998696915227065	-0.1	0.832736315637577
PRUPE_5G180800	PRUPE_5G180800			0.3	0.8365745360715
PRUPE_5G180900	PRUPE_5G180900			-0.7	0.00501292215666684
PRUPE_5G181000	PRUPE_5G181000			-0.7	0.0170406865819103
PRUPE_5G181100	PRUPE_5G181100	0.3	0.839385266214082		
PRUPE_5G181200	PRUPE_5G181200			0.1	0.944554577104561
PRUPE_5G181300	PRUPE_5G181300			0.8	0.130219381115865
PRUPE_5G181800	PRUPE_5G181800			0.1	0.931134237316537
PRUPE_5G181900	PRUPE_5G181900			0.2	0.861819593981505
PRUPE_5G182000	PRUPE_5G182000	0.1	0.998696915227065	-0.2	0.847812722873426
PRUPE_5G182100	PRUPE_5G182100			-0.4	0.550459852836689
PRUPE_5G182200	PRUPE_5G182200			0.1	0.925478345186291
PRUPE_5G182300	PRUPE_5G182300			-0.3	0.674224667450066
PRUPE_5G182500	PRUPE_5G182500			0.2	0.757802786173887
PRUPE_5G182600	PRUPE_5G182600			-0.8	0.0426516462778081
PRUPE_5G182700	PRUPE_5G182700	-0.1	0.998696915227065	-0.6	0.0217839294774638
PRUPE_5G182800	PRUPE_5G182800			-0.5	0.219950140638394
PRUPE_5G182900	PRUPE_5G182900			-1.3	9.23164299815061E-6
PRUPE_5G183000	PRUPE_5G183000	0.1	0.998696915227065	0.1	0.832159960763894
PRUPE_5G183100	PRUPE_5G183100			-1.3	0.00329256099737679
PRUPE_5G183200	PRUPE_5G183200	0.1	0.998696915227065	0.1	0.872995895291507
PRUPE_5G183300	PRUPE_5G183300	0.1	0.998696915227065	0.1	0.971547885660088
PRUPE_5G183400	PRUPE_5G183400	-0.1	0.998696915227065		
PRUPE_5G183600	PRUPE_5G183600			-0.1	0.943626906552729
PRUPE_5G183700	PRUPE_5G183700			0.6	0.576310221836776
PRUPE_5G183800	PRUPE_5G183800			-0.4	0.684365725052477
PRUPE_5G183900	PRUPE_5G183900	0.2	0.998696915227065		
PRUPE_5G184000	PRUPE_5G184000			-0.3	0.680642902215493
PRUPE_5G184400	PRUPE_5G184400			-0.8	0.0299032254566748
PRUPE_5G184600	PRUPE_5G184600			0.2	0.731479542510427
PRUPE_5G184700	PRUPE_5G184700	0.2	0.998696915227065	0.3	0.446303421851917
PRUPE_5G184800	PRUPE_5G184800	-0.1	0.998696915227065	0.3	0.672938929149614
PRUPE_5G184900	PRUPE_5G184900	-0.3	0.94239396420455	0.3	0.681900957924091
PRUPE_5G185100	PRUPE_5G185100			0.4	0.750800922520617
PRUPE_5G185200	PRUPE_5G185200	-0.1	0.998696915227065	-0.7	0.1409032740969
PRUPE_5G185400	PRUPE_5G185400			1.9	0.00136279090370317
PRUPE_5G185500	PRUPE_5G185500			0.2	0.853268764610761
PRUPE_5G185600	PRUPE_5G185600			0.7	0.501047577267075
PRUPE_5G185700	PRUPE_5G185700	0.4	0.864875087852748	-1.2	0.0144211172224214
PRUPE_5G185800	PRUPE_5G185800	-0.3	0.819549714127479	-1.2	0.0161495083260166
PRUPE_5G185900	PRUPE_5G185900	0.1	0.998696915227065	0.6	0.102734441757985
PRUPE_5G186000	PRUPE_5G186000	-0.2	0.907735533894909	0.9	0.268471584776357
PRUPE_5G186100	PRUPE_5G186100			-0.3	0.84196646997011
PRUPE_5G186200	PRUPE_5G186200	0.4	0.786527005875839	0.6	0.552641573882013
PRUPE_5G186300	PRUPE_5G186300	0.1	0.998696915227065		
