# Expression Atlas
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 2 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-ENAD-3
# Timestamp: Mon, 17-Nov-2025 13:52:35
Gene ID	Gene Name	'drought environment' vs 'none' in 'leaf' .foldChange	'drought environment' vs 'none' in 'leaf'.pValue	'drought environment' vs 'none' in 'root' .foldChange	'drought environment' vs 'none' in 'root'.pValue
PRUPE_2G189200	PRUPE_2G189200	0.1	0.998696915227065	0.2	0.770758274105235
PRUPE_2G189300	PRUPE_2G189300			0.3	0.548840747886301
PRUPE_2G189400	PRUPE_2G189400	-0.3	0.958100320971535	0.6	0.3178523058942
PRUPE_2G189500	PRUPE_2G189500	-0.2	0.998696915227065	-0.2	0.885690510419211
PRUPE_2G189600	PRUPE_2G189600	0.1	0.998696915227065	0.9	0.00927313850495371
PRUPE_2G189900	PRUPE_2G189900			0.1	0.947068499763455
PRUPE_2G190000	PRUPE_2G190000	-0.1	0.998696915227065	-0.3	0.690088604424042
PRUPE_2G190100	PRUPE_2G190100	-0.1	0.998696915227065	-0.1	0.942250178808036
PRUPE_2G190200	PRUPE_2G190200	0.2	0.863184877790091	-0.8	0.425513980507288
PRUPE_2G190300	PRUPE_2G190300	0.1	0.998696915227065	0.2	0.767100393935117
PRUPE_2G190400	PRUPE_2G190400			0.3	0.551107442053223
PRUPE_2G190600	PRUPE_2G190600	-0.2	0.907302809512016	-0.5	0.274322015373329
PRUPE_2G190700	PRUPE_2G190700	0.2	0.998696915227065	0.5	0.161998794226367
PRUPE_2G190800	PRUPE_2G190800			0.3	0.633586510793675
PRUPE_2G191100	PRUPE_2G191100	0.4	0.725263744142027		
PRUPE_2G191200	PRUPE_2G191200			0.6	0.469408645882565
PRUPE_2G192000	PRUPE_2G192000	-0.2	0.998696915227065	0.1	0.938271518604412
PRUPE_2G192100	PRUPE_2G192100			-0.1	0.761186785313655
PRUPE_2G192300	PRUPE_2G192300	-0.2	0.998696915227065	0.2	0.695188385200954
PRUPE_2G192400	PRUPE_2G192400	0.2	0.997351678391495	-0.3	0.466800404827666
PRUPE_2G192600	PRUPE_2G192600			-0.3	0.461383670834994
PRUPE_2G192700	PRUPE_2G192700			0.2	0.89181216074294
PRUPE_2G192800	PRUPE_2G192800			0.3	0.821567548598185
PRUPE_2G192900	PRUPE_2G192900	0.1	0.998696915227065	-0.1	0.859355804773721
PRUPE_2G193000	PRUPE_2G193000			0.5	0.15203496781476
PRUPE_2G193100	PRUPE_2G193100	-0.1	0.998696915227065	-0.2	0.807396617383489
PRUPE_2G193200	PRUPE_2G193200	0.1	0.998696915227065	0.2	0.731140724138192
PRUPE_2G193300	PRUPE_2G193300			0.1	0.909369087802943
PRUPE_2G193400	PRUPE_2G193400			0.1	0.93030004236183
PRUPE_2G193500	PRUPE_2G193500	0.1	0.998696915227065	-0.7	0.192152053808249
PRUPE_2G193600	PRUPE_2G193600			0.2	0.881091995566332
PRUPE_2G193700	PRUPE_2G193700			0.4	0.461437603609142
PRUPE_2G193800	PRUPE_2G193800	0.4	0.0973718667343794		
PRUPE_2G193900	PRUPE_2G193900			-0.2	0.826735025869845
PRUPE_2G194000	PRUPE_2G194000	-0.1	0.998696915227065		
PRUPE_2G194100	PRUPE_2G194100	-0.3	0.422582365848785	-0.7	0.00554124583965868
PRUPE_2G194200	PRUPE_2G194200			-0.2	0.826259476240511
PRUPE_2G194300	PRUPE_2G194300			0.4	0.72423279983321
PRUPE_2G194400	PRUPE_2G194400			1.9	7.83000784587927E-8
PRUPE_2G194500	PRUPE_2G194500			1.2	0.00751462272855058
PRUPE_2G194600	PRUPE_2G194600	0.2	0.943938184307379	0.8	0.177262447828454
PRUPE_2G195100	PRUPE_2G195100	0.2	0.998696915227065	0.8	0.035640641823512
PRUPE_2G195300	PRUPE_2G195300			0.7	0.493860103764799
PRUPE_2G195400	PRUPE_2G195400			-0.1	0.9396592512376
PRUPE_2G195700	PRUPE_2G195700	0.2	0.998696915227065	-0.4	0.42238330483637
PRUPE_2G195800	PRUPE_2G195800			-0.2	0.860177395979985
PRUPE_2G195900	PRUPE_2G195900	-0.1	0.998696915227065	-0.4	0.638128948653525
PRUPE_2G196000	PRUPE_2G196000			0.5	0.690734543837254
PRUPE_2G196100	PRUPE_2G196100	-0.3	0.97946936113425	-0.2	0.925946868750167
PRUPE_2G196200	PRUPE_2G196200	0.2	0.998696915227065		
PRUPE_2G196300	PRUPE_2G196300			-0.1	0.94264338248672
PRUPE_2G196400	PRUPE_2G196400			0.6	0.538833361580736
PRUPE_2G196500	PRUPE_2G196500			0.3	0.752999450383825
PRUPE_2G196600	PRUPE_2G196600			0.7	0.247294271747405
PRUPE_2G196900	PRUPE_2G196900			0.3	0.779156645875256
PRUPE_2G197000	PRUPE_2G197000	0.2	0.897338945845702		
PRUPE_2G197200	PRUPE_2G197200			0.4	0.506489314878745
PRUPE_2G197300	PRUPE_2G197300	-0.2	0.956305381181772	-0.3	0.275310921961956
PRUPE_2G197400	PRUPE_2G197400	0.1	0.998696915227065	0.4	0.783910423166437
PRUPE_2G197500	PRUPE_2G197500	0.1	0.998696915227065	0.4	0.291445462135699
PRUPE_2G197700	PRUPE_2G197700			0.1	0.898002131136733
PRUPE_2G197800	PRUPE_2G197800			-0.2	0.839096132491317
PRUPE_2G198500	PRUPE_2G198500	0.3	0.650829646151425	-0.4	0.649012221927915
PRUPE_2G198600	PRUPE_2G198600			0.6	0.595774592280534
PRUPE_2G198700	PRUPE_2G198700	0.1	0.998696915227065	-0.6	0.00691457373390559
PRUPE_2G198800	PRUPE_2G198800	-0.2	0.998696915227065	-0.6	0.623519367583414
PRUPE_2G198900	PRUPE_2G198900	0.1	0.998696915227065		
PRUPE_2G199600	PRUPE_2G199600			-0.1	0.969588132298755
PRUPE_2G200400	PRUPE_2G200400	-0.1	0.998696915227065	-1.6	0.00248976998928868
PRUPE_2G200500	PRUPE_2G200500			0.1	0.932113607941713
PRUPE_2G200600	PRUPE_2G200600			0.1	0.962833570169088
PRUPE_2G200800	PRUPE_2G200800			-0.5	0.520521421260682
PRUPE_2G200900	PRUPE_2G200900	0.3	0.871013312671563	0.6	0.223279165835967
PRUPE_2G201100	PRUPE_2G201100	-0.2	0.998696915227065		
PRUPE_2G201200	PRUPE_2G201200			-0.2	0.895783524421895
PRUPE_2G201300	PRUPE_2G201300			-0.2	0.900840933927798
PRUPE_2G201600	PRUPE_2G201600			-0.7	0.321495212051731
PRUPE_2G201700	PRUPE_2G201700			-0.1	0.928088571406639
PRUPE_2G201800	PRUPE_2G201800			-0.3	0.857532832407393
PRUPE_2G201900	PRUPE_2G201900			-0.3	0.779207723394666
PRUPE_2G202100	PRUPE_2G202100			0.2	0.903455562106344
PRUPE_2G202200	PRUPE_2G202200			0.4	0.728890017461984
PRUPE_2G202300	PRUPE_2G202300			0.1	0.92302911461892
PRUPE_2G202500	PRUPE_2G202500	-0.9	6.87016859207009E-4	-0.2	0.8812813369664
PRUPE_2G202700	PRUPE_2G202700			-0.3	0.766395752100888
PRUPE_2G202800	PRUPE_2G202800			0.7	0.444888361307406
PRUPE_2G202900	PRUPE_2G202900			-0.2	0.851404493438408
PRUPE_2G203100	PRUPE_2G203100			-0.1	0.929922638514619
PRUPE_2G203200	PRUPE_2G203200			-1.5	2.03123023048793E-6
PRUPE_2G203300	PRUPE_2G203300			0.8	0.0651363454453466
PRUPE_2G203400	PRUPE_2G203400	-0.1	0.998696915227065	-0.1	0.905461177970126
PRUPE_2G203700	PRUPE_2G203700	1.0	5.58315787892209E-6	0.3	0.469448705801518
PRUPE_2G203800	PRUPE_2G203800	-0.1	0.998696915227065	0.1	0.771015944760523
PRUPE_2G203900	PRUPE_2G203900	0.1	0.998696915227065	-0.2	0.737665617570628
PRUPE_2G204000	PRUPE_2G204000			-0.1	0.960696748518294
PRUPE_2G204100	PRUPE_2G204100			-0.6	0.270290712349669
PRUPE_2G204300	PRUPE_2G204300			-0.6	0.576533243187211
PRUPE_2G204400	PRUPE_2G204400			0.8	0.367326918929485
PRUPE_2G204500	PRUPE_2G204500			-0.4	0.748358036864007
PRUPE_2G204600	PRUPE_2G204600	0.1	0.998696915227065	-0.1	0.949905588142141
PRUPE_2G204700	PRUPE_2G204700	-0.7	0.160052302555859	0.6	0.567992122830819
PRUPE_2G205100	PRUPE_2G205100	0.2	0.998696915227065		
PRUPE_2G205200	PRUPE_2G205200			-0.1	0.975077855653311
PRUPE_2G205300	PRUPE_2G205300			0.8	0.246065507597922
PRUPE_2G205700	PRUPE_2G205700			-0.3	0.841817599672046
PRUPE_2G205800	PRUPE_2G205800	0.1	0.998696915227065		
PRUPE_2G205900	PRUPE_2G205900			-0.4	0.764627202175578
PRUPE_2G206000	PRUPE_2G206000			0.7	0.518342537144449
PRUPE_2G206100	PRUPE_2G206100			-0.7	0.356416921422479
PRUPE_2G206200	PRUPE_2G206200			-0.1	0.898871939208803
PRUPE_2G206300	PRUPE_2G206300			0.4	0.483284206691054
PRUPE_2G206500	PRUPE_2G206500	-0.2	0.998696915227065		
PRUPE_2G206600	PRUPE_2G206600			0.4	0.31331861298975
PRUPE_2G206800	PRUPE_2G206800	0.1	0.998696915227065	0.1	0.803407549896052
PRUPE_2G206900	PRUPE_2G206900	0.6	0.0112534906580411	1.1	0.00508060650948057
PRUPE_2G207000	PRUPE_2G207000			0.4	0.431727923886622
PRUPE_2G207300	PRUPE_2G207300	0.1	0.998696915227065	0.1	0.9537468830388
PRUPE_2G207600	PRUPE_2G207600	-0.1	0.998696915227065		
PRUPE_2G207900	PRUPE_2G207900			0.1	0.925946868750167
PRUPE_2G208000	PRUPE_2G208000			-0.1	0.9010502387049
PRUPE_2G208100	PRUPE_2G208100			-0.7	0.189634969426001
PRUPE_2G208200	PRUPE_2G208200	0.1	0.998696915227065		
PRUPE_2G208300	PRUPE_2G208300	-0.1	0.998696915227065	0.4	0.732618401869869
PRUPE_2G208400	PRUPE_2G208400			-0.2	0.915098792613838
PRUPE_2G208500	PRUPE_2G208500	-0.1	0.998696915227065		
PRUPE_2G208600	PRUPE_2G208600			0.3	0.620256455263474
PRUPE_2G208700	PRUPE_2G208700			0.3	0.460104314958676
PRUPE_2G208800	PRUPE_2G208800			0.7	0.511931039266764
PRUPE_2G208900	PRUPE_2G208900	0.2	0.972465196756267	-0.1	0.952284122052772
PRUPE_2G209000	PRUPE_2G209000			0.1	0.961328240131347
PRUPE_2G209100	PRUPE_2G209100	0.2	0.998696915227065	-0.2	0.840871765890968
PRUPE_2G209300	PRUPE_2G209300	0.1	0.998696915227065	-0.2	0.587496960098194
PRUPE_2G209500	PRUPE_2G209500	-0.2	0.998696915227065	-0.2	0.589022246105556
PRUPE_2G209600	PRUPE_2G209600			-0.4	0.771817611174164
PRUPE_2G209800	PRUPE_2G209800			-0.2	0.827343039547215
PRUPE_2G209900	PRUPE_2G209900	-0.8	9.17209444627329E-4	-0.9	3.86328499452892E-4
PRUPE_2G210100	PRUPE_2G210100	0.3	0.847434976968383	-0.7	0.127151146615114
PRUPE_2G210200	PRUPE_2G210200	0.3	0.972411157722429	0.1	0.876245046728734
PRUPE_2G210300	PRUPE_2G210300			0.2	0.921796628383251
PRUPE_2G210400	PRUPE_2G210400	0.1	0.998696915227065	-0.3	0.661717168318363
PRUPE_2G210500	PRUPE_2G210500	0.2	0.998696915227065	-0.2	0.645907042880109
PRUPE_2G210600	PRUPE_2G210600			0.5	0.586800534067949
PRUPE_2G211000	PRUPE_2G211000			-0.1	0.933542092436927
PRUPE_2G211100	PRUPE_2G211100			0.6	0.568645977601019
PRUPE_2G211200	PRUPE_2G211200			0.9	0.0109746742238781
PRUPE_2G211300	PRUPE_2G211300			0.4	0.565181585543952
PRUPE_2G211400	PRUPE_2G211400	0.3	0.97946936113425	0.2	0.792992821590439
PRUPE_2G211700	PRUPE_2G211700	-0.2	0.980343601315597	-0.2	0.812455667709339
PRUPE_2G211800	PRUPE_2G211800	0.1	0.998696915227065	-0.3	0.488649004737884
PRUPE_2G212000	PRUPE_2G212000			-0.1	0.962833570169088
PRUPE_2G212100	PRUPE_2G212100			-0.1	0.940604866809605
PRUPE_2G212200	PRUPE_2G212200			-0.2	0.800666025401479
PRUPE_2G212300	PRUPE_2G212300	-0.1	0.998696915227065	0.4	0.663316360094558
PRUPE_2G212400	PRUPE_2G212400			0.1	0.956836060405565
PRUPE_2G212600	PRUPE_2G212600	0.1	0.998696915227065	-0.3	0.566341961326058
PRUPE_2G212800	PRUPE_2G212800			0.7	0.297318559297322
PRUPE_2G212900	PRUPE_2G212900	0.1	0.998696915227065	0.2	0.840396403096814
PRUPE_2G213000	PRUPE_2G213000			0.3	0.783907440506185
PRUPE_2G213100	PRUPE_2G213100			-0.4	0.382287561307879
PRUPE_2G213200	PRUPE_2G213200			0.5	0.464424381220438
PRUPE_2G213300	PRUPE_2G213300			-0.1	0.889305948131478
PRUPE_2G213600	PRUPE_2G213600	-0.2	0.843531570464255	-0.7	0.170953716119464
PRUPE_2G213700	PRUPE_2G213700			0.4	0.594827924075314
PRUPE_2G213800	PRUPE_2G213800	0.1	0.998696915227065		
PRUPE_2G214300	PRUPE_2G214300			0.8	0.00626920508580329
PRUPE_2G214400	PRUPE_2G214400	0.1	0.998696915227065	-0.5	0.381638217014542
PRUPE_2G214500	PRUPE_2G214500	0.2	0.998696915227065	0.2	0.741655327991919
PRUPE_2G214700	PRUPE_2G214700			0.5	0.466800404827666
PRUPE_2G214800	PRUPE_2G214800	0.2	0.998696915227065	-0.3	0.639499478164912
PRUPE_2G215000	PRUPE_2G215000			-0.2	0.781966124084019
PRUPE_2G215300	PRUPE_2G215300			0.2	0.865982552698075
PRUPE_2G215400	PRUPE_2G215400			-0.4	0.808709897340291
PRUPE_2G215500	PRUPE_2G215500	-0.1	0.998696915227065	-0.4	0.75411228336546
PRUPE_2G215600	PRUPE_2G215600	0.1	0.998696915227065	0.3	0.696924528625464
PRUPE_2G215800	PRUPE_2G215800	0.3	0.817730380364535		
PRUPE_2G215900	PRUPE_2G215900			1.3	0.0901822215271875
PRUPE_2G216000	PRUPE_2G216000	-0.1	0.998696915227065	-0.2	0.678095264887683
PRUPE_2G216400	PRUPE_2G216400	0.3	0.945588601257999	-0.1	0.964612877319037
PRUPE_2G216600	PRUPE_2G216600	-0.3	0.864502496348595		
PRUPE_2G216700	PRUPE_2G216700	-0.1	0.998696915227065		
PRUPE_2G216800	PRUPE_2G216800	0.2	0.998696915227065	-0.2	0.844980604010046
PRUPE_2G217000	PRUPE_2G217000			-1.2	0.0385208128294116
PRUPE_2G217100	PRUPE_2G217100			-1.3	5.89375386285156E-4
PRUPE_2G217200	PRUPE_2G217200	-0.1	0.998696915227065	-0.5	0.270011644532835
PRUPE_2G217300	PRUPE_2G217300	0.3	0.913554087961444	-0.7	0.0656948108687889
PRUPE_2G217400	PRUPE_2G217400			-1.9	0.00177147349922555
PRUPE_2G217500	PRUPE_2G217500	-0.1	0.998696915227065	-0.2	0.821897244810052
PRUPE_2G217800	PRUPE_2G217800	-0.3	0.942661104910524	0.3	0.663316360094558
PRUPE_2G217900	PRUPE_2G217900	-0.3	0.477776958558981	-0.3	0.710857359615876
PRUPE_2G218000	PRUPE_2G218000			1.1	0.192152053808249
PRUPE_2G218100	PRUPE_2G218100			0.2	0.795615104779864
PRUPE_2G218200	PRUPE_2G218200			-0.7	0.116263239537159
PRUPE_2G218300	PRUPE_2G218300	-0.3	0.918344552269355	-0.1	0.813359011138275
PRUPE_2G218600	PRUPE_2G218600	-0.2	0.998696915227065	-0.2	0.719329184899026
PRUPE_2G219200	PRUPE_2G219200			0.2	0.742506703794667
PRUPE_2G219400	PRUPE_2G219400			-0.1	0.92507554157877
PRUPE_2G219600	PRUPE_2G219600			-0.2	0.934324978671813
PRUPE_2G219800	PRUPE_2G219800			0.3	0.842618121381885
PRUPE_2G219900	PRUPE_2G219900			0.6	0.475328727959931
PRUPE_2G220000	PRUPE_2G220000			-0.4	0.402048236882131
PRUPE_2G220100	PRUPE_2G220100	-0.1	0.998696915227065	-0.1	0.855879185774745
PRUPE_2G220200	PRUPE_2G220200	0.2	0.998696915227065	0.2	0.646372946060404
PRUPE_2G220500	PRUPE_2G220500			-0.3	0.475942465529788
PRUPE_2G220600	PRUPE_2G220600	0.1	0.998696915227065	0.2	0.912163717600543
PRUPE_2G220700	PRUPE_2G220700			0.3	0.688796343787278
PRUPE_2G220800	PRUPE_2G220800	-0.2	0.941980254888736	-0.2	0.683753863294722
PRUPE_2G220900	PRUPE_2G220900			0.1	0.904601654625502
PRUPE_2G221200	PRUPE_2G221200			0.1	0.947194730509549
PRUPE_2G221300	PRUPE_2G221300			0.2	0.849208281208514
PRUPE_2G221400	PRUPE_2G221400			-0.3	0.715615516499645
PRUPE_2G221500	PRUPE_2G221500	-0.3	0.913554087961444	-0.1	0.847257958893559
PRUPE_2G221600	PRUPE_2G221600	-0.4	0.824102014898823	0.2	0.837430507010243
PRUPE_2G221700	PRUPE_2G221700	0.1	0.998696915227065	0.4	0.520802146912886
PRUPE_2G221800	PRUPE_2G221800			-0.3	0.508960707300079
PRUPE_2G221900	PRUPE_2G221900	-0.1	0.998696915227065	-0.6	0.0406938536830197
PRUPE_2G222000	PRUPE_2G222000	-0.3	0.945588601257999	-0.1	0.907026481197881
PRUPE_2G222100	PRUPE_2G222100			0.1	0.907732803960806
PRUPE_2G222200	PRUPE_2G222200			0.2	0.758700513942952
PRUPE_2G222500	PRUPE_2G222500			-0.7	0.290429457844276
PRUPE_2G222600	PRUPE_2G222600			-1.4	5.8177293012626E-5
PRUPE_2G222800	PRUPE_2G222800			-0.6	0.619362228489422
PRUPE_2G222900	PRUPE_2G222900			-1.0	0.208333471581143
PRUPE_2G223000	PRUPE_2G223000			0.7	0.449456892398073
PRUPE_2G223300	PRUPE_2G223300			0.3	0.87848806118927
PRUPE_2G223400	PRUPE_2G223400			-1.1	0.164438848243654
PRUPE_2G223500	PRUPE_2G223500	0.1	0.998696915227065	1.2	0.00145244732080576
PRUPE_2G223700	PRUPE_2G223700	-0.2	0.998696915227065	0.4	0.742291462790791
PRUPE_2G223800	PRUPE_2G223800			0.3	0.730273658555786
PRUPE_2G223900	PRUPE_2G223900			-1.2	0.085307526715491
PRUPE_2G224200	PRUPE_2G224200	-0.3	0.647484185348259	-0.5	0.318549937328081
PRUPE_2G224300	PRUPE_2G224300			0.1	0.956836060405565
PRUPE_2G224400	PRUPE_2G224400			0.2	0.916141850888822
PRUPE_2G224500	PRUPE_2G224500	0.2	0.998696915227065	0.2	0.734325660328711
PRUPE_2G224600	PRUPE_2G224600			0.1	0.87577809175598
PRUPE_2G224700	PRUPE_2G224700	0.1	0.998696915227065	0.2	0.887288804211208
PRUPE_2G224800	PRUPE_2G224800			1.4	0.0202403249370577
PRUPE_2G224900	PRUPE_2G224900	0.1	0.998696915227065	0.1	0.947194730509549
PRUPE_2G225000	PRUPE_2G225000			-0.9	0.145618791633559
PRUPE_2G225200	PRUPE_2G225200			-0.6	0.492353385759484
PRUPE_2G225400	PRUPE_2G225400			0.8	0.46572125622248
PRUPE_2G225500	PRUPE_2G225500			-0.7	0.295076554464492
PRUPE_2G225600	PRUPE_2G225600	0.1	0.998696915227065	-0.3	0.392701133567024
PRUPE_2G226100	PRUPE_2G226100	0.1	0.998696915227065	-0.3	0.518280605802852
PRUPE_2G226200	PRUPE_2G226200			-0.5	0.167134029593715
PRUPE_2G226300	PRUPE_2G226300	-0.3	0.415771689093774	-0.5	0.226662659014964
PRUPE_2G226500	PRUPE_2G226500			0.2	0.831255401005313
PRUPE_2G226600	PRUPE_2G226600			0.8	0.360653847067485
PRUPE_2G226700	PRUPE_2G226700			1.0	0.185561500929548
PRUPE_2G226900	PRUPE_2G226900			0.6	0.59123777881873
PRUPE_2G227000	PRUPE_2G227000			0.4	0.571779631958155
PRUPE_2G227100	PRUPE_2G227100	0.4	0.321995863192668	0.2	0.771332728835287
PRUPE_2G227200	PRUPE_2G227200	0.5	0.0599024038386052		
PRUPE_2G227400	PRUPE_2G227400	0.1	0.998696915227065	-0.1	0.900786369115862
PRUPE_2G227500	PRUPE_2G227500			-0.2	0.805424588660194
PRUPE_2G227700	PRUPE_2G227700	-0.2	0.955492903173902		
PRUPE_2G228000	PRUPE_2G228000	0.1	0.998696915227065	0.1	0.936653725863562
PRUPE_2G228100	PRUPE_2G228100			0.2	0.806150955015333
PRUPE_2G228800	PRUPE_2G228800	0.1	0.998696915227065	0.4	0.553192404089292
PRUPE_2G228900	PRUPE_2G228900	-0.3	0.30727145507039	-0.2	0.764338729000397
PRUPE_2G229000	PRUPE_2G229000	0.1	0.998696915227065	0.1	0.970330962523163
PRUPE_2G229200	PRUPE_2G229200	-0.1	0.998696915227065	0.1	0.940852906141076
PRUPE_2G229300	PRUPE_2G229300			-0.1	0.944554577104561
PRUPE_2G229400	PRUPE_2G229400			0.1	0.934437651911631
PRUPE_2G229500	PRUPE_2G229500			0.6	0.631809076061768
PRUPE_2G229600	PRUPE_2G229600	0.1	0.998696915227065	-0.6	0.282581419725776
PRUPE_2G229700	PRUPE_2G229700			0.3	0.692783663074847
PRUPE_2G229800	PRUPE_2G229800			-0.3	0.866321880869127
PRUPE_2G229900	PRUPE_2G229900	0.1	0.998696915227065		
PRUPE_2G230100	PRUPE_2G230100	-0.2	0.972465196756267	-0.4	0.143249289097746
PRUPE_2G230200	PRUPE_2G230200	0.1	0.998696915227065	-0.1	0.901545756881371
PRUPE_2G230400	PRUPE_2G230400	-0.1	0.998696915227065	-0.1	0.791399491519359
PRUPE_2G230700	PRUPE_2G230700			-0.1	0.887274435102812
PRUPE_2G230900	PRUPE_2G230900	-0.3	0.921546559377112	-0.1	0.898594372454624
PRUPE_2G231000	PRUPE_2G231000			0.2	0.889206516922676
PRUPE_2G231200	PRUPE_2G231200			0.6	0.123818606000115
PRUPE_2G231300	PRUPE_2G231300			0.5	0.465439057605807
PRUPE_2G231400	PRUPE_2G231400	0.2	0.972465196756267	0.1	0.954526637011781
PRUPE_2G231600	PRUPE_2G231600	-0.1	0.998696915227065	0.4	0.274322015373329
PRUPE_2G231700	PRUPE_2G231700			-0.5	0.529313447256331
PRUPE_2G231900	PRUPE_2G231900	0.1	0.998696915227065	-0.2	0.801511741277546
PRUPE_2G232000	PRUPE_2G232000			0.7	0.486009869084766
PRUPE_2G232200	PRUPE_2G232200			-0.1	0.921368142191317
PRUPE_2G232300	PRUPE_2G232300	-0.2	0.995467947936504	-0.4	0.523112968136521
PRUPE_2G232400	PRUPE_2G232400	0.1	0.998696915227065	-0.2	0.699367221396936
PRUPE_2G232500	PRUPE_2G232500	-0.3	0.644784227972579		
PRUPE_2G232600	PRUPE_2G232600	-0.4	0.584838767689973	-0.3	0.688385721967541
PRUPE_2G232700	PRUPE_2G232700			0.2	0.899923504742691
PRUPE_2G232800	PRUPE_2G232800			0.1	0.933316669341096
PRUPE_2G233000	PRUPE_2G233000	-0.2	0.996883958455254		
PRUPE_2G233200	PRUPE_2G233200			0.2	0.666360738606218
PRUPE_2G233300	PRUPE_2G233300	-0.1	0.998696915227065	-0.2	0.793695035307103
PRUPE_2G233400	PRUPE_2G233400			0.4	0.617302729281656
PRUPE_2G233500	PRUPE_2G233500	0.7	0.00308036618156451	-0.4	0.520521421260682
PRUPE_2G233600	PRUPE_2G233600			0.4	0.454011056241352
PRUPE_2G233700	PRUPE_2G233700			-0.8	0.435428967579151
PRUPE_2G234200	PRUPE_2G234200			-0.1	0.953341322663514
PRUPE_2G234300	PRUPE_2G234300			-0.2	0.815648038840676
PRUPE_2G234500	PRUPE_2G234500	0.3	0.846636490657126		
PRUPE_2G234600	PRUPE_2G234600			0.1	0.935537123860525
PRUPE_2G234700	PRUPE_2G234700			0.2	0.749566729757201
PRUPE_2G235000	PRUPE_2G235000	-0.1	0.998696915227065	-0.3	0.728776335719366
PRUPE_2G235100	PRUPE_2G235100			0.4	0.736939895035038
PRUPE_2G235200	PRUPE_2G235200	0.1	0.998696915227065	-0.2	0.647438152695254
PRUPE_2G235300	PRUPE_2G235300			0.6	0.201669542554409
PRUPE_2G235400	PRUPE_2G235400			0.4	0.524995005928528
PRUPE_2G235800	PRUPE_2G235800	-0.2	0.945588601257999	-0.1	0.845272935123334
PRUPE_2G235900	PRUPE_2G235900			0.1	0.948620556705601
PRUPE_2G236000	PRUPE_2G236000	0.3	0.208680902256317	-0.8	0.0170700321066039
PRUPE_2G236100	PRUPE_2G236100	0.2	0.998696915227065	-0.8	0.00715088108301285
PRUPE_2G236200	PRUPE_2G236200			-0.3	0.851573622150741
PRUPE_2G236300	PRUPE_2G236300	0.1	0.998696915227065	-0.1	0.954973120715096
PRUPE_2G236400	PRUPE_2G236400			-0.2	0.763916326965897
PRUPE_2G236500	PRUPE_2G236500			-0.6	0.479137355311842
PRUPE_2G236800	PRUPE_2G236800			0.1	0.887909296037138
PRUPE_2G236900	PRUPE_2G236900	-0.2	0.998696915227065	0.2	0.582311777256635
PRUPE_2G237000	PRUPE_2G237000			0.1	0.961202859413802
PRUPE_2G237100	PRUPE_2G237100	-0.2	0.998696915227065	0.3	0.487127644393072
PRUPE_2G237300	PRUPE_2G237300			0.5	0.375863637834705
PRUPE_2G237400	PRUPE_2G237400			0.1	0.975976702923082
PRUPE_2G237500	PRUPE_2G237500			0.6	0.372411699793064
PRUPE_2G237600	PRUPE_2G237600	0.1	0.998696915227065	-0.1	0.956263748086368
PRUPE_2G237700	PRUPE_2G237700			0.6	0.588554784312504
PRUPE_2G237800	PRUPE_2G237800			-0.5	0.340903639617336
PRUPE_2G238000	PRUPE_2G238000	-0.2	0.998696915227065	0.1	0.957995887524239
PRUPE_2G238200	PRUPE_2G238200			0.2	0.886138522483111
PRUPE_2G238400	PRUPE_2G238400			0.9	0.0649879508015454
PRUPE_2G238600	PRUPE_2G238600			0.1	0.948420163668596
PRUPE_2G238700	PRUPE_2G238700			0.3	0.723717948472944
PRUPE_2G238800	PRUPE_2G238800	0.1	0.972465196756267		
PRUPE_2G238900	PRUPE_2G238900			0.7	0.509077191772034
PRUPE_2G239000	PRUPE_2G239000			0.4	0.601830976730745
PRUPE_2G239100	PRUPE_2G239100			0.1	0.928121921690951
PRUPE_2G239200	PRUPE_2G239200			0.1	0.933932198673089
PRUPE_2G239300	PRUPE_2G239300	-0.2	0.97946936113425	0.3	0.874980785432405
PRUPE_2G239400	PRUPE_2G239400			1.0	0.246970970218855
PRUPE_2G239500	PRUPE_2G239500			-2.4	4.78350370127144E-10
PRUPE_2G239600	PRUPE_2G239600			-0.6	0.116654099410544
PRUPE_2G239700	PRUPE_2G239700	0.5	0.157668345666216	0.5	0.135578364507997
PRUPE_2G239800	PRUPE_2G239800	0.2	0.998696915227065		
PRUPE_2G239900	PRUPE_2G239900	0.2	0.998696915227065	-0.3	0.598141700990785
PRUPE_2G240000	PRUPE_2G240000	0.4	0.70160616322154	0.1	0.922602179779277
PRUPE_2G240300	PRUPE_2G240300			-0.4	0.738060102851146
PRUPE_2G240400	PRUPE_2G240400			-1.2	0.00137926535254639
PRUPE_2G240500	PRUPE_2G240500	0.3	0.589380797392133	-0.5	0.199574389901852
PRUPE_2G240600	PRUPE_2G240600	-0.1	0.998696915227065	-0.1	0.865911855211151
PRUPE_2G240700	PRUPE_2G240700	0.1	0.998696915227065		
PRUPE_2G240800	PRUPE_2G240800			0.4	0.500514368165609
PRUPE_2G240900	PRUPE_2G240900	0.1	0.998696915227065	-0.2	0.696329510741221
PRUPE_2G241000	PRUPE_2G241000			0.3	0.842618121381885
PRUPE_2G241100	PRUPE_2G241100			-0.2	0.80515188478085
PRUPE_2G241200	PRUPE_2G241200			0.5	0.161767597825426
